col_1,col_2
79,2
64,77
48,46
87,59
43,84
66,47
1,56
55,4
39,85
6,22
85,67
31,10
5,9
57,40
18,95
78,1
82,36
100,72
75,46
68,41
26,32
37,27
98,32
66,91
27,92
75,65
67,74
77,35
27,65
49,49
100,32
50,38
89,56
72,12
59,53
100,88
56,21
15,62
67,2
7,10
74,70
72,99
19,99
35,30
53,87
48,11
70,53
19,56
71,19
72,38
81,20
23,13
27,31
49,34
37,86
19,26
57,12
59,78
87,65
16,64
37,32
84,29
81,47
15,2
46,38
29,16
100,21
39,74
28,30
53,13
37,84
73,80
36,59
52,19
37,8
13,1
26,11
87,46
84,27
14,97
8,48
14,34
56,58
15,92
76,12
89,24
36,21
31,99
13,91
42,70
0,54
100,61
44,44
44,59
72,6
51,22
68,63
36,23
57,89
16,78
85,11
94,72
40,85
77,98
66,44
3,14
53,64
66,28
89,67
38,90
5,60
20,60
54,40
40,28
54,22
30,13
3,38
64,27
39,11
39,66
33,17
70,66
27,48
90,72
1,9
13,5
57,75
69,77
29,43
90,62
51,1
19,13
15,41
43,95
2,9
94,98
43,99
94,43
44,99
15,7
56,70
16,79
44,29
3,60
96,14
57,95
60,89
19,100
70,89
61,59
40,83
72,34
9,33
81,72
67,37
76,54
77,71
75,88
27,84
25,22
47,55
59,47
28,58
96,80
12,40
62,71
14,32
39,24
95,26
81,49
9,59
27,16
86,75
45,43
90,67
90,24
47,57
31,66
88,100
24,28
100,35
41,51
59,2
6,61
24,68
95,56
83,76
22,11
64,97
48,18
9,85
88,57
49,24
61,15
52,81
33,83
2,84
91,61
33,45
100,19
69,88
87,44
58,59
40,39
15,94
78,20
61,91
7,53
71,45
41,11
62,2
25,59
78,75
63,99
22,25
81,89
16,29
91,58
37,69
11,53
44,12
39,68
24,18
55,36
92,47
38,57
35,5
84,73
15,4
16,92
94,64
26,36
14,38
96,62
5,55
8,73
21,91
81,87
42,89
14,50
41,6
28,53
18,45
60,75
87,47
73,31
37,24
21,70
27,28
24,97
24,18
47,77
89,90
25,6
26,68
67,90
26,45
34,74
4,51
60,20
98,34
74,27
53,28
23,39
50,17
18,32
94,92
24,96
7,51
53,96
29,21
8,72
81,43
72,72
34,50
60,43
6,37
90,81
78,20
69,63
80,49
46,63
9,60
61,35
17,92
77,78
41,42
49,8
80,33
36,75
89,94
57,56
64,23
41,34
95,27
28,27
64,33
50,74
43,14
66,49
90,93
50,84
3,6
97,3
8,83
42,15
58,1
98,67
81,12
73,84
94,85
47,37
30,9
65,38
66,62
11,78
63,43
36,34
5,31
66,77
43,83
47,40
79,35
13,25
77,57
3,8
18,78
8,52
91,72
52,32
77,99
70,53
22,29
57,42
76,64
73,30
29,54
42,74
67,76
53,12
51,36
11,4
19,16
14,44
99,20
50,2
35,39
98,51
1,13
83,85
58,41
92,91
75,83
68,34
83,40
94,17
72,38
0,67
44,63
71,37
76,1
52,30
66,95
31,13
5,92
76,58
85,86
95,45
33,86
42,47
66,23
10,82
8,100
50,89
30,23
10,12
66,27
76,24
11,70
41,98
54,24
44,24
25,49
75,100
42,37
1,53
18,97
75,66
30,16
6,54
35,47
2,36
80,67
63,91
54,83
61,29
28,17
56,81
8,40
55,15
100,84
78,37
19,74
7,43
96,21
54,72
59,44
66,52
98,52
1,11
56,51
27,50
18,55
16,6
96,15
62,70
84,49
79,22
41,59
20,73
79,98
16,56
83,80
48,59
25,24
75,10
70,83
41,42
100,49
20,39
65,34
62,76
61,94
6,69
26,98
36,39
81,51
6,64
68,14
3,61
16,84
82,77
51,27
91,8
38,41
6,48
92,88
11,67
34,86
0,27
9,36
69,43
53,91
2,32
35,60
18,46
64,14
50,89
97,10
19,17
20,91
49,68
21,20
41,2
75,83
68,29
58,27
68,60
14,73
75,59
10,29
15,71
2,73
65,81
47,84
6,88
12,9
91,14
76,34
95,28
38,83
58,12
6,85
92,12
72,78
23,51
7,77
25,97
97,17
10,22
76,30
74,89
0,75
90,12
12,46
2,10
59,91
63,80
20,11
23,79
32,55
19,20
75,89
51,15
90,11
46,65
92,16
24,14
50,52
27,97
48,20
7,66
62,23
35,78
33,49
52,58
64,94
1,67
41,22
59,88
18,64
76,1
18,27
93,0
83,88
25,62
46,41
82,54
0,34
68,7
58,57
19,22
20,93
1,69
73,28
54,71
5,21
37,81
78,55
71,17
32,60
58,23
99,89
57,58
65,90
44,94
76,23
33,76
45,44
46,8
38,30
9,6
70,2
94,37
8,15
42,76
31,45
45,14
25,18
78,57
38,8
62,32
46,53
70,21
58,85
53,12
24,59
85,41
36,38
83,96
82,65
41,14
41,37
26,90
18,56
