col_1,col_2
42,57
14,72
25,78
21,71
1,14
49,87
33,6
32,46
47,32
53,52
31,10
2,38
92,62
34,58
43,93
1,4
78,85
98,6
23,34
59,94
46,2
21,88
43,96
44,65
80,58
88,56
52,59
86,10
98,26
28,86
20,76
46,23
90,42
62,17
2,14
68,9
96,36
26,42
63,61
27,87
23,56
64,8
78,87
66,45
92,87
98,13
97,15
78,98
27,89
80,83
51,33
15,26
43,11
15,84
27,89
19,73
42,29
69,16
41,49
49,0
22,78
55,77
92,68
90,30
62,59
66,38
36,88
26,30
9,14
10,100
3,98
71,100
78,6
40,59
68,4
13,28
77,20
66,74
71,38
8,41
56,18
14,66
75,25
38,52
100,37
17,97
72,93
89,38
92,46
93,75
68,46
4,34
35,94
2,59
82,97
24,7
32,26
76,25
39,80
81,84
78,19
12,59
65,95
0,37
43,93
41,57
10,80
86,38
80,52
100,96
15,59
46,72
19,11
48,87
9,95
77,13
85,23
86,18
36,41
26,85
60,63
10,74
66,11
96,2
74,29
16,51
64,56
69,69
62,34
72,34
16,9
87,39
35,26
96,19
9,40
60,58
17,95
98,81
32,77
96,56
47,73
9,88
18,2
36,94
82,90
96,54
62,85
39,67
26,100
83,28
23,40
36,75
12,86
61,0
68,58
92,43
13,20
84,54
32,75
87,48
94,41
63,33
69,86
82,21
71,39
21,67
39,97
65,97
22,43
94,83
89,12
91,12
31,16
88,76
22,60
12,31
42,99
36,89
54,66
79,25
66,43
65,45
32,54
97,0
55,1
18,94
5,45
40,68
57,19
71,2
63,95
75,20
48,3
17,28
75,34
81,100
18,52
33,7
91,62
23,5
94,5
29,12
71,84
2,89
58,89
68,48
22,96
34,86
67,93
84,85
73,32
81,6
43,90
14,41
56,5
89,99
59,26
64,86
37,91
73,8
69,93
99,99
78,59
96,16
80,3
94,11
45,95
79,52
93,30
38,73
5,52
93,36
9,69
1,79
53,47
13,99
41,87
31,87
43,11
35,91
69,1
71,27
50,77
12,91
98,55
8,60
63,14
41,5
48,14
77,18
36,55
98,34
47,75
97,28
58,28
18,59
80,81
59,13
74,1
84,19
10,91
0,79
37,87
33,37
96,71
54,10
74,70
80,15
38,8
55,71
85,62
41,97
35,90
62,14
61,90
45,47
52,75
53,69
5,25
61,30
80,17
31,85
16,57
79,43
95,92
50,74
40,64
61,65
63,25
5,20
31,65
15,7
20,2
95,19
36,8
84,85
76,32
94,19
57,57
80,37
12,64
97,47
88,84
65,17
95,98
71,97
88,42
45,94
97,48
83,97
52,11
35,55
68,39
24,94
11,98
13,98
85,30
40,64
49,17
67,60
51,56
70,67
8,90
92,23
84,58
5,58
43,7
62,85
44,48
16,2
19,62
41,32
32,11
98,91
3,44
55,39
5,16
29,1
85,42
92,14
36,2
62,27
26,69
53,89
96,42
31,85
54,37
14,39
65,57
50,28
15,85
63,15
55,71
45,44
2,18
38,96
50,85
81,51
28,63
88,42
72,45
79,14
59,82
97,55
24,93
72,53
67,54
37,79
99,86
76,61
88,41
83,69
99,21
23,29
30,38
6,59
54,74
86,93
31,38
62,20
21,21
51,94
31,0
70,59
25,18
20,56
48,41
20,100
23,65
65,33
60,56
27,43
75,36
79,28
0,74
24,80
65,91
0,70
100,86
43,45
86,80
40,44
64,84
92,75
10,4
14,11
80,32
24,81
23,25
96,71
4,14
63,40
42,48
21,93
8,4
78,5
38,12
24,73
14,8
82,36
39,3
49,35
28,95
25,17
26,51
88,13
50,61
78,1
42,31
56,38
72,93
59,82
39,41
67,87
86,60
32,75
57,90
97,32
17,37
61,62
60,57
74,22
32,17
25,61
72,5
5,66
39,4
62,92
23,92
84,18
74,85
42,50
97,44
6,53
30,92
70,63
14,93
73,18
27,92
0,75
71,76
23,31
95,21
19,22
36,14
94,2
69,25
76,27
97,54
76,12
22,20
7,82
38,27
37,97
88,19
26,17
100,28
87,78
68,50
66,18
19,71
14,99
63,68
2,47
67,51
40,49
70,49
37,90
58,93
52,7
37,63
24,17
67,94
69,61
73,68
93,53
19,87
53,87
74,93
62,31
37,2
69,33
78,12
33,26
91,81
62,46
56,62
25,79
2,86
28,17
28,100
10,54
12,38
83,97
11,75
19,22
85,63
90,26
68,90
37,16
82,22
28,15
62,42
98,23
30,100
18,59
76,81
95,30
95,41
44,32
63,62
24,52
12,22
56,72
7,45
22,54
31,9
43,9
6,71
37,17
86,43
15,81
82,57
52,67
82,53
94,67
17,27
19,47
23,11
79,39
51,2
89,6
86,87
1,82
28,65
28,29
95,76
76,7
47,32
42,39
100,52
82,24
92,29
95,9
28,42
0,92
53,29
87,37
83,57
55,5
33,78
51,25
72,3
20,26
19,47
34,57
45,5
75,71
52,52
41,65
25,10
59,41
52,100
54,15
70,48
76,92
8,88
38,8
69,11
70,81
5,5
29,88
46,0
39,43
99,26
14,40
46,70
16,71
35,66
31,27
18,57
67,97
49,14
58,50
23,13
20,94
30,26
6,18
52,16
47,69
45,34
95,16
44,44
93,43
18,80
10,92
53,90
44,30
21,48
95,25
35,36
67,59
50,28
74,2
45,10
47,22
7,99
51,23
91,29
66,73
27,53
15,67
100,9
52,8
47,52
61,27
44,61
28,62
50,16
58,59
47,8
77,57
77,33
96,16
97,29
68,49
63,4
91,73
39,2
78,70
61,47
40,38
29,53
78,24
35,30
100,29
59,44
85,31
49,2
55,53
65,71
89,11
87,91
86,16
52,78
79,2
80,51
62,87
87,10
34,36
6,9
19,3
84,50
19,95
42,92
63,23
26,1
91,22
77,52
75,99
99,64
55,86
74,66
3,29
91,5
30,77
96,83
55,81
84,8
1,89
53,57
14,34
73,75
89,21
98,40
73,20
69,61
31,27
69,86
6,61
97,14
23,72
22,6
56,38
88,98
59,21
53,31
30,63
74,61
92,47
21,77
36,47
50,78
34,93
94,7
72,23
10,91
48,60
29,42
23,24
11,17
89,18
78,85
11,12
99,34
98,14
48,46
37,49
81,22
4,64
3,78
45,54
0,53
43,61
5,70
60,70
67,73
49,96
55,54
20,94
71,52
18,1
9,59
96,86
37,51
66,47
42,69
5,1
8,43
40,4
23,61
37,12
84,25
64,62
88,76
36,37
29,61
85,13
58,62
18,67
18,56
92,66
62,77
64,12
25,92
85,97
61,87
13,31
75,10
40,77
14,18
86,57
58,9
19,82
17,58
11,25
80,21
22,91
87,49
12,16
89,20
71,74
41,100
52,95
2,80
55,23
87,17
29,42
59,33
19,90
34,34
77,15
57,31
77,86
22,63
66,21
18,42
28,60
92,56
27,36
10,19
74,2
95,4
7,71
12,85
76,12
96,84
0,39
34,96
28,33
66,3
58,97
14,11
65,35
56,86
65,10
54,25
53,56
21,71
19,31
30,72
12,56
73,32
88,55
8,49
55,41
20,58
44,45
76,93
64,41
42,95
9,76
32,26
55,94
47,9
60,33
93,60
71,17
63,34
22,97
98,60
92,3
3,88
9,26
61,29
81,23
57,70
86,45
1,44
91,42
14,88
59,100
13,51
52,50
38,29
9,63
44,4
92,71
60,45
39,2
56,33
28,21
26,78
77,69
24,79
59,33
67,84
60,9
88,14
88,51
27,52
85,5
85,18
87,2
23,82
90,78
11,9
66,40
25,89
39,64
1,41
25,0
13,34
67,59
84,41
69,50
21,64
87,21
30,16
82,60
17,81
22,68
50,2
5,46
40,96
30,48
33,94
87,46
76,94
24,13
83,48
80,39
33,28
87,98
24,86
23,9
86,13
8,96
66,30
54,2
32,57
55,41
19,100
56,34
92,44
91,26
97,52
51,8
7,66
51,41
44,41
98,74
100,4
18,56
95,56
58,63
57,0
35,46
35,12
24,23
4,42
70,0
56,94
10,81
70,80
66,84
76,29
97,73
47,45
88,83
74,13
40,5
90,46
80,47
21,93
54,46
8,65
8,39
11,36
93,46
75,88
84,44
63,2
73,16
7,56
82,73
27,69
78,94
18,65
62,44
98,1
75,2
7,14
4,81
37,95
0,30
74,97
91,20
75,100
79,21
8,60
53,39
92,48
38,52
12,68
100,53
77,73
67,49
77,77
61,8
90,41
49,34
3,90
4,57
63,9
16,72
5,41
82,99
72,15
32,40
22,1
40,91
64,53
27,24
77,46
49,38
34,52
48,68
37,31
60,45
