col_1,col_2
79,20
9,16
13,29
5,82
59,59
63,95
19,30
17,70
93,71
36,36
10,16
97,26
82,91
19,56
81,43
21,57
18,33
33,28
86,33
77,79
94,83
1,76
53,38
55,3
49,71
3,51
27,26
59,11
63,96
19,71
59,15
35,89
33,49
23,18
34,56
95,63
45,20
50,52
9,13
34,63
75,26
75,75
29,4
99,39
13,31
79,47
83,2
2,28
70,13
68,39
69,30
6,76
21,16
69,16
38,100
67,45
62,12
84,93
49,24
91,10
65,41
1,91
87,53
95,82
45,54
7,39
47,76
37,87
9,85
55,73
95,85
41,24
89,30
44,74
80,55
8,97
21,72
37,73
14,54
12,93
17,61
44,16
81,3
7,55
19,1
48,18
56,40
50,44
76,89
99,32
5,28
63,74
96,14
38,39
12,25
57,93
20,91
87,11
6,52
17,0
62,8
92,82
100,27
68,93
31,87
94,38
67,45
73,81
29,36
49,66
76,88
56,28
38,92
88,92
49,48
97,63
56,17
15,28
47,99
66,1
36,81
44,49
34,35
30,54
65,2
82,48
42,48
14,92
59,40
3,30
34,19
66,82
27,57
8,69
25,79
13,18
59,82
29,78
69,92
16,52
50,36
48,45
76,45
12,27
60,92
58,31
76,16
7,7
8,81
53,9
56,11
61,31
68,58
38,2
88,46
22,88
36,40
58,69
10,81
71,99
53,69
67,75
86,8
0,22
73,49
53,97
79,54
16,94
51,47
23,19
16,85
64,6
15,17
99,10
88,85
65,22
88,96
80,87
74,79
21,67
54,13
53,71
95,88
66,31
39,5
40,92
68,53
6,34
28,39
71,38
50,32
74,81
48,5
8,10
12,84
71,93
20,35
65,83
3,31
82,92
26,82
54,72
52,91
29,23
21,34
20,17
65,46
20,29
42,98
60,81
28,20
92,66
14,3
99,92
81,95
36,71
73,35
53,29
55,62
54,37
20,24
28,4
51,94
10,72
3,61
93,53
66,20
76,83
79,88
17,18
24,61
78,46
95,23
94,98
29,47
29,59
52,84
65,72
52,70
34,66
2,36
87,4
95,7
6,1
45,70
87,83
63,33
78,59
92,14
50,51
35,74
51,70
77,47
48,5
21,41
64,45
36,53
87,50
63,26
33,21
33,66
66,57
37,76
32,74
18,10
76,51
48,59
86,22
71,31
93,91
5,20
51,14
5,51
4,65
93,64
37,21
73,14
55,29
100,51
49,34
64,73
38,11
20,14
46,48
61,10
23,18
56,35
89,9
79,87
41,41
8,8
96,89
30,16
58,42
2,24
66,45
60,48
58,57
65,14
55,17
94,50
26,15
7,50
51,54
66,83
98,67
67,45
62,1
86,7
35,62
52,65
29,58
29,78
86,90
20,14
76,49
9,31
30,48
39,45
65,49
0,59
23,41
46,76
27,25
87,0
75,47
71,30
3,10
20,35
14,62
12,71
86,78
49,32
32,61
4,56
62,53
67,72
95,73
38,79
50,42
24,77
85,71
5,79
43,48
65,47
84,1
20,72
30,60
37,53
77,4
47,81
96,84
94,88
30,90
16,95
2,0
56,21
100,93
58,71
62,54
89,11
33,18
42,73
16,53
69,41
48,47
55,63
61,18
81,10
11,47
4,4
35,70
100,61
91,40
82,55
67,2
58,72
98,48
15,80
51,28
36,2
34,14
12,1
6,24
66,82
95,89
22,38
79,83
61,24
9,33
85,98
79,75
86,37
27,11
87,91
36,78
54,17
97,85
45,27
93,29
56,42
13,62
47,11
14,2
74,10
4,39
68,61
12,52
28,99
7,92
32,28
15,46
12,56
81,90
11,4
82,95
93,91
96,61
99,34
33,39
18,96
55,18
87,80
91,12
51,65
78,2
37,82
53,52
72,75
59,85
66,62
32,80
46,32
9,39
16,56
79,58
17,10
23,8
23,59
76,7
15,42
22,43
64,86
28,74
74,88
91,35
35,93
32,98
30,14
16,64
80,64
23,66
34,79
48,70
50,50
8,20
24,62
33,95
36,11
21,38
2,61
70,92
7,16
82,76
26,18
42,86
52,16
51,9
41,99
34,40
36,97
58,16
35,4
50,70
88,92
81,8
70,66
59,90
20,11
60,5
61,87
13,93
58,69
37,0
19,64
13,82
20,17
4,28
76,94
36,71
17,91
89,57
74,71
10,29
89,68
99,10
63,55
29,18
69,3
33,60
96,9
5,59
40,11
21,9
20,82
42,32
38,81
93,31
94,74
53,26
27,98
3,29
23,33
82,41
43,51
86,95
79,68
4,90
21,69
53,31
30,9
35,63
51,58
45,58
19,59
11,91
17,30
60,95
47,86
59,33
77,69
33,4
17,25
60,20
4,92
86,70
44,34
74,0
89,55
80,0
42,69
9,83
97,97
40,11
45,19
0,36
11,66
87,23
99,63
75,93
3,21
96,71
54,72
81,57
10,74
57,78
25,84
82,37
84,57
84,24
9,20
63,88
4,5
87,31
12,13
24,89
2,25
56,97
78,42
55,15
79,22
63,30
73,0
71,43
55,89
13,93
39,68
95,30
75,91
32,44
26,96
0,9
82,69
22,49
27,35
19,24
59,94
7,28
90,8
33,28
14,61
38,93
4,18
63,38
52,29
69,81
3,49
49,67
67,13
77,42
42,42
56,49
26,70
78,13
52,45
98,36
93,59
92,88
16,9
40,21
19,2
24,32
89,32
23,80
54,27
52,65
14,46
31,93
75,49
85,72
5,12
92,25
10,8
49,34
78,52
25,33
15,89
40,87
45,3
35,56
78,25
49,75
62,57
94,100
21,21
20,28
9,20
14,90
38,31
99,59
19,86
90,81
12,85
75,60
6,8
64,88
16,83
23,21
97,73
61,69
22,96
87,64
83,86
77,61
40,43
3,56
46,8
16,48
46,48
78,13
51,82
23,59
17,85
75,60
57,95
74,47
30,75
29,15
6,91
35,81
44,86
67,24
84,68
24,93
76,41
44,79
91,54
71,2
25,54
88,29
100,77
33,20
17,21
12,49
5,77
83,92
11,15
20,38
1,21
27,15
26,96
46,62
10,28
61,69
97,90
25,22
23,43
50,23
44,27
80,35
54,43
35,44
96,61
51,72
79,77
54,5
49,35
42,64
71,14
97,75
81,4
92,87
15,12
96,41
28,60
0,20
11,3
90,29
59,77
13,76
78,93
57,19
37,44
58,35
18,66
96,83
75,79
64,75
1,65
54,71
21,59
1,38
64,79
46,50
21,50
32,61
88,30
69,45
19,77
14,83
23,40
66,7
90,90
6,69
59,84
40,55
53,46
80,98
37,7
94,98
27,66
66,21
0,14
84,94
52,30
11,7
57,12
52,55
29,33
54,34
61,71
82,21
96,70
58,16
65,10
93,39
31,19
18,7
48,79
8,97
50,47
98,10
90,95
82,32
55,100
4,0
19,41
74,14
16,32
87,24
25,58
53,28
58,94
36,71
72,82
8,36
8,86
14,10
74,74
22,96
7,65
56,49
53,97
12,72
72,15
91,85
18,42
34,91
69,36
71,46
92,94
5,40
73,94
31,37
89,89
66,86
88,17
2,23
28,43
21,51
60,96
94,7
72,71
92,82
10,50
39,78
80,87
92,7
91,44
56,13
1,38
19,8
84,34
26,89
43,25
67,20
93,51
4,32
53,64
35,5
95,11
85,77
32,49
1,44
33,40
84,55
11,65
96,18
68,97
43,30
26,61
39,16
34,74
86,98
97,81
88,35
65,70
23,38
85,23
40,49
0,1
73,89
20,22
98,83
96,86
96,67
22,60
97,26
32,58
47,45
7,70
28,30
88,86
90,55
48,50
33,15
13,44
64,80
45,52
84,66
21,70
44,62
1,21
9,72
96,34
81,83
13,58
30,51
95,93
58,37
61,94
26,85
48,15
17,71
64,71
67,68
81,35
5,33
89,24
20,37
77,44
56,77
86,70
81,64
40,54
18,59
20,66
11,74
28,48
0,93
77,22
81,60
38,61
45,30
10,59
83,26
52,30
94,34
64,71
45,86
39,27
95,5
76,40
35,29
87,91
1,67
40,17
93,85
99,21
43,53
53,63
76,36
32,9
17,42
42,30
3,24
28,89
51,43
82,24
51,24
9,60
18,84
51,52
91,97
67,14
75,68
27,71
69,29
74,7
21,51
13,18
51,78
37,45
21,45
50,58
9,22
90,21
31,49
19,74
32,23
1,24
94,41
8,81
15,24
25,85
26,83
52,81
40,60
3,66
24,11
38,41
95,69
21,41
82,34
85,60
86,84
96,75
13,85
85,10
44,6
94,44
75,79
34,20
41,44
8,50
89,84
39,85
29,29
9,6
71,85
18,20
13,5
99,32
60,94
30,81
26,43
21,94
49,43
99,8
60,12
69,70
70,68
44,70
91,3
81,97
53,22
94,83
5,17
76,53
49,10
