col_1,col_2
65,67
66,34
34,93
56,25
21,75
36,32
4,77
18,12
13,98
68,77
70,58
28,78
9,69
13,65
67,80
70,87
70,95
85,36
3,74
32,66
65,52
33,53
43,56
49,13
97,13
52,25
68,71
0,60
43,86
54,77
49,25
74,53
84,45
17,52
35,8
92,34
78,20
92,96
86,83
98,30
8,59
96,26
97,14
17,35
75,46
97,44
10,100
61,30
36,4
5,2
57,11
52,22
55,7
44,58
90,65
81,60
64,82
83,12
35,36
8,89
6,31
24,24
29,28
78,75
60,19
82,46
43,78
17,89
69,39
46,31
42,41
77,94
92,32
8,96
71,63
23,61
46,70
6,96
96,85
58,66
0,22
30,16
14,12
29,42
99,23
61,18
25,90
31,49
15,41
63,71
61,62
62,92
92,58
24,87
75,73
99,8
22,91
12,20
85,97
92,2
53,50
18,99
69,6
35,16
37,16
76,58
87,8
52,23
91,76
39,17
85,92
52,10
59,42
63,99
62,23
7,38
88,58
30,62
67,43
64,47
81,87
2,54
52,79
57,64
77,23
37,17
49,24
97,94
16,23
2,33
50,8
60,51
14,98
38,81
15,67
77,85
65,93
78,18
67,59
70,39
98,39
7,83
83,30
21,68
63,84
4,77
0,96
80,74
85,41
11,57
60,80
93,28
33,28
28,35
0,93
73,97
87,82
88,45
66,32
90,10
5,30
59,92
55,15
64,48
90,40
82,70
4,86
45,51
99,48
3,38
36,22
81,94
51,12
10,33
84,35
73,19
69,14
91,86
13,61
77,42
12,25
99,6
2,90
38,9
44,8
49,68
5,60
12,81
30,18
0,68
13,7
94,31
7,18
35,39
6,24
33,37
33,44
3,74
29,36
22,21
20,82
74,1
99,40
14,28
53,32
38,97
0,15
88,72
77,78
71,23
59,31
66,62
34,36
4,93
64,83
36,44
62,17
71,89
18,64
71,79
86,79
67,7
15,47
82,62
60,18
70,28
50,45
14,41
81,85
21,14
82,26
93,19
66,70
72,6
56,76
88,33
2,48
90,75
72,34
41,11
52,38
67,38
17,29
84,99
1,22
65,91
48,86
48,60
67,29
1,70
53,74
28,7
78,89
83,54
11,8
17,73
92,19
30,99
4,72
35,23
92,31
77,13
90,74
32,100
12,77
53,17
17,74
28,62
26,65
86,7
86,63
21,12
3,51
12,74
35,53
59,26
45,17
89,5
35,67
49,24
93,24
56,20
83,66
44,58
30,6
4,59
61,3
35,34
8,30
31,85
52,12
45,100
31,83
75,38
6,18
43,78
0,64
64,27
31,73
6,74
100,1
50,36
68,97
74,84
19,37
69,51
71,4
11,43
25,100
19,12
22,40
56,81
13,1
78,90
18,98
26,99
92,91
51,69
13,85
93,38
18,30
92,39
3,44
31,38
54,73
42,95
74,29
93,83
78,14
8,72
23,56
49,17
72,38
81,97
36,2
85,45
47,50
66,26
77,55
52,18
24,65
7,12
85,95
17,27
52,29
14,6
45,2
67,38
83,26
69,50
34,65
31,29
22,62
69,41
33,80
97,50
18,22
9,22
37,85
36,57
18,44
15,90
71,50
9,69
17,97
64,28
79,55
51,21
95,38
71,74
55,26
88,82
73,99
70,2
73,93
66,91
38,53
55,57
23,24
41,76
99,74
99,42
55,0
89,4
72,85
13,16
25,65
9,85
25,44
85,89
22,97
14,12
62,70
77,94
52,67
94,15
32,19
47,1
48,36
21,87
37,28
80,76
42,35
19,9
3,7
55,52
12,47
71,36
51,76
87,44
27,42
90,57
77,71
56,7
48,63
62,8
91,71
51,11
63,84
55,93
14,78
70,17
4,50
97,20
94,52
80,31
59,18
25,92
63,24
59,53
84,11
60,15
76,22
52,46
56,37
61,41
83,58
23,2
52,49
53,54
97,74
11,6
18,7
97,86
65,1
55,75
71,13
64,40
20,15
93,14
97,93
10,89
69,38
0,10
100,23
25,30
35,30
38,83
66,86
96,1
6,86
54,77
69,14
88,90
58,64
18,68
19,28
32,63
18,98
14,58
22,14
81,24
17,47
69,88
63,67
81,82
87,3
52,47
5,40
3,83
6,73
42,82
1,12
76,18
79,7
9,50
56,5
64,65
95,7
17,15
79,20
82,27
39,92
37,58
65,18
26,94
73,34
6,90
94,10
30,19
44,11
49,31
11,91
78,82
37,55
18,95
5,19
56,83
19,43
4,55
37,16
64,1
21,94
40,32
99,50
31,7
73,79
97,30
40,77
4,45
81,4
25,13
49,19
40,71
78,7
43,99
66,32
94,91
57,58
21,85
65,67
90,29
55,44
27,5
99,35
77,58
12,56
29,23
43,28
96,44
88,61
50,5
75,52
29,42
56,82
87,93
67,86
62,21
43,79
99,55
70,12
73,56
69,99
14,59
46,72
75,47
49,32
79,91
94,30
86,53
70,67
6,24
58,25
18,83
68,98
52,17
80,64
71,99
21,16
29,58
77,3
12,50
16,53
22,74
85,48
11,69
87,57
69,5
72,63
82,91
89,51
69,0
57,98
87,78
100,17
52,81
17,61
93,22
54,3
50,84
90,11
41,25
23,42
30,86
46,69
30,35
89,62
36,38
72,58
63,28
17,3
38,99
85,11
68,94
39,99
50,37
81,81
77,11
64,75
49,72
12,28
39,3
79,88
29,2
7,42
37,5
63,70
17,39
88,73
14,89
62,27
64,55
68,4
69,89
44,68
81,85
36,87
77,61
62,91
61,38
10,63
70,47
33,94
30,79
18,88
66,9
87,47
71,94
22,31
33,67
98,78
14,60
72,67
64,78
30,43
8,60
55,65
98,12
67,40
18,32
39,84
59,73
19,12
29,65
96,90
49,1
38,34
84,15
76,18
27,53
99,16
25,40
48,25
71,79
10,59
20,57
13,21
61,38
20,49
34,36
56,39
63,85
65,67
87,90
79,78
19,59
50,31
82,47
64,98
67,64
54,71
98,74
49,79
87,100
91,82
96,20
37,86
18,29
12,66
5,24
93,77
96,81
93,51
22,8
85,41
100,33
53,29
36,73
10,76
89,81
72,84
47,11
26,1
63,74
13,77
50,28
58,63
7,92
89,1
16,62
69,74
32,22
36,100
17,4
86,20
24,54
31,91
30,45
46,38
18,17
24,49
45,92
25,55
64,93
31,34
75,75
97,3
2,22
77,42
17,57
43,93
73,58
8,56
67,4
69,27
12,65
32,33
5,61
44,85
76,71
95,53
94,98
8,98
98,94
21,16
40,6
7,60
62,73
37,80
86,38
85,4
82,67
81,71
58,82
95,84
60,25
88,10
92,3
21,4
98,57
10,56
3,36
76,23
19,53
32,29
55,70
21,48
47,30
59,21
55,78
12,64
77,7
36,2
82,83
98,83
100,12
63,60
74,18
99,53
12,75
48,65
31,5
55,35
32,23
80,99
86,39
81,64
44,75
63,40
88,71
20,86
25,98
47,37
46,88
35,62
49,57
61,22
91,35
32,60
11,27
18,58
55,30
42,38
22,92
36,17
76,63
4,44
57,81
60,97
4,64
55,37
44,86
81,20
30,87
57,16
11,8
27,7
71,77
12,0
18,82
38,12
59,21
42,18
39,56
71,40
3,59
77,46
22,83
100,76
61,22
23,13
97,5
79,50
62,51
38,100
97,11
93,66
56,25
13,50
91,75
22,87
24,66
5,89
32,72
33,46
72,33
67,91
30,40
10,48
29,30
46,3
44,1
85,20
89,21
27,43
42,76
68,1
12,56
8,71
39,86
75,29
48,74
24,62
14,63
29,33
30,84
72,32
44,98
64,35
13,0
16,86
47,23
49,31
42,2
3,80
29,56
3,37
94,25
91,20
73,31
30,33
78,34
97,21
54,17
100,59
95,95
52,22
63,72
12,70
87,24
6,14
12,59
3,0
9,65
81,28
78,80
12,51
22,93
59,63
58,38
27,11
