col_1,col_2
28,83
31,25
16,35
82,67
57,65
100,95
0,68
68,19
94,19
31,83
70,26
56,17
83,58
85,80
18,83
46,22
5,33
16,32
93,51
53,76
76,43
54,21
67,98
78,46
81,71
11,63
71,6
43,37
20,48
6,11
16,54
82,76
29,55
98,51
13,46
94,77
49,46
61,33
89,97
75,76
38,51
55,21
78,72
41,83
81,1
52,36
51,96
60,69
61,66
11,51
95,64
78,85
33,17
60,97
45,11
88,73
28,52
89,24
31,2
21,64
86,1
8,70
35,65
90,91
39,12
93,17
94,33
82,75
49,56
97,64
86,42
96,47
79,97
35,85
95,85
17,9
12,61
100,78
86,36
61,22
72,51
19,18
39,71
95,86
37,37
57,72
12,63
72,9
46,1
6,53
11,0
99,21
78,59
27,77
66,78
97,28
41,11
47,1
6,69
40,27
58,33
98,69
55,77
36,17
56,71
1,50
42,46
50,92
60,87
35,18
5,44
45,55
87,34
82,53
2,97
86,54
68,23
18,5
43,19
86,10
35,72
6,100
32,64
95,18
59,15
10,57
26,35
14,24
91,6
1,6
97,12
1,35
57,19
18,27
73,85
10,84
56,12
58,44
40,39
3,43
74,95
88,98
77,48
3,17
12,87
95,33
54,100
6,51
36,82
64,100
55,50
63,9
37,96
16,51
40,45
19,26
32,89
22,11
72,57
4,87
39,24
41,29
59,75
9,93
48,65
41,74
93,61
77,32
16,35
47,92
56,91
9,24
20,56
70,3
82,85
75,27
93,96
77,86
85,44
35,60
41,61
8,61
35,41
58,96
67,88
20,81
3,67
21,91
52,63
99,24
89,75
71,91
55,89
33,94
28,3
82,39
56,97
46,65
0,65
15,51
8,84
20,92
52,88
28,33
93,9
33,33
3,71
2,72
7,0
62,51
45,10
91,87
65,69
99,79
44,89
43,54
1,61
88,11
56,52
71,88
52,51
5,70
53,33
92,77
3,68
38,61
31,33
2,2
63,10
37,40
73,0
91,17
68,8
9,28
2,99
75,21
86,42
32,77
42,46
4,74
28,8
36,50
4,45
71,49
47,64
67,6
41,58
49,97
48,89
87,90
14,28
12,73
24,29
64,28
61,15
26,90
6,24
49,28
88,21
36,74
83,85
91,10
72,86
60,60
28,14
80,56
16,15
12,89
97,83
82,22
78,93
91,62
93,48
67,94
93,10
61,1
45,12
74,0
94,7
42,8
50,34
9,75
74,98
33,67
97,75
45,1
20,97
3,39
3,89
41,56
77,84
39,74
12,6
54,80
66,21
23,50
32,81
83,99
92,34
56,51
67,34
37,43
52,27
10,1
71,51
69,98
95,64
64,58
81,26
59,5
57,90
72,18
63,96
11,97
6,67
69,25
34,42
68,0
13,92
83,83
94,49
54,90
97,77
7,6
99,61
60,38
56,48
95,33
78,14
32,18
91,15
38,97
40,16
69,34
1,11
32,41
36,32
38,38
62,78
13,63
77,23
59,75
27,94
4,41
75,51
22,99
90,16
20,80
96,70
5,61
97,83
24,84
79,50
71,50
57,62
68,38
65,60
46,51
22,29
8,63
84,28
7,72
89,57
48,46
18,57
21,71
83,15
13,52
28,94
68,13
62,99
5,21
88,93
73,70
43,69
71,0
81,47
63,13
27,16
96,6
41,30
36,26
35,17
1,99
93,96
6,13
76,55
61,62
35,48
16,92
57,20
73,56
41,48
28,73
41,84
27,90
31,75
69,43
39,20
15,22
7,65
49,11
67,85
19,51
65,52
14,99
88,45
47,98
32,58
47,68
68,69
50,47
77,79
10,45
56,96
8,44
6,58
12,32
34,83
99,78
75,3
34,85
63,72
18,37
80,90
29,9
36,7
23,76
48,11
49,54
38,89
50,44
19,3
28,99
88,42
68,3
74,22
19,52
49,34
49,67
11,100
92,62
2,72
23,45
4,50
20,88
27,77
47,78
31,86
4,38
100,93
23,10
48,30
37,82
88,48
65,67
64,76
82,88
36,84
36,17
30,12
28,6
35,56
23,19
25,67
14,70
1,73
23,47
54,82
100,62
49,48
70,72
34,67
81,57
90,55
68,73
98,68
48,11
2,95
98,78
75,84
20,15
61,20
85,71
7,50
56,81
50,96
51,47
3,88
0,6
86,67
64,95
64,15
64,44
44,5
25,41
62,22
30,89
1,27
51,9
28,50
93,35
43,43
91,27
57,81
45,67
38,88
88,71
44,14
90,98
4,68
85,69
78,31
52,79
10,91
6,86
58,62
28,40
51,81
38,15
36,59
94,42
26,67
48,45
64,78
66,33
20,66
12,75
86,55
16,87
83,65
72,97
64,65
46,9
77,12
2,100
3,42
1,57
25,29
33,1
61,25
71,15
30,88
52,2
39,30
88,25
65,80
30,85
41,14
65,100
59,52
68,77
67,46
69,11
93,13
2,64
22,61
1,23
2,70
43,78
99,95
72,29
65,22
74,67
86,91
19,41
98,12
44,49
87,82
20,98
19,48
73,46
20,37
48,14
57,52
79,55
47,44
99,88
84,34
32,67
33,7
91,100
55,93
37,98
61,96
39,3
98,85
28,49
27,93
5,26
98,45
89,58
85,66
26,78
5,21
35,78
53,84
37,59
3,37
98,96
17,86
22,47
77,49
47,74
92,71
79,81
51,52
77,6
5,16
82,44
56,52
11,7
68,97
74,64
36,59
54,31
27,36
65,35
99,87
51,22
99,60
35,26
71,85
92,42
22,83
54,32
49,14
56,14
76,24
44,75
55,95
42,63
59,82
78,70
21,45
16,4
71,74
54,14
30,52
11,53
46,65
70,12
1,61
84,76
30,46
13,14
45,29
61,95
99,90
0,99
25,84
20,68
60,37
61,46
48,45
87,36
59,42
73,16
15,55
36,41
12,31
23,8
25,50
90,17
88,63
21,54
79,59
1,51
65,97
75,98
99,86
73,53
64,88
27,14
39,90
49,25
85,87
28,43
90,99
80,21
44,5
72,83
64,54
77,68
22,56
96,69
23,50
93,8
69,40
43,92
51,73
72,41
93,35
2,28
69,8
82,52
71,99
91,82
18,97
74,0
84,36
31,55
67,21
32,21
69,40
84,20
92,30
12,75
92,88
92,90
37,38
49,63
86,16
57,70
47,51
18,90
35,31
28,0
26,21
69,9
81,15
53,81
94,99
24,29
48,65
54,15
39,63
71,5
82,85
36,38
7,57
5,59
72,89
93,54
35,85
12,20
53,64
39,51
77,98
87,61
7,38
76,55
37,86
55,53
32,95
49,18
15,5
86,45
80,46
56,16
31,98
16,20
77,32
67,79
48,53
47,15
86,0
89,88
5,22
42,15
83,72
24,81
36,31
10,11
88,8
4,61
90,17
7,28
78,9
80,71
91,77
42,65
83,29
44,19
34,35
24,5
7,13
83,72
41,82
48,84
38,89
49,7
92,53
10,79
98,56
54,32
85,62
74,46
68,1
64,38
94,83
39,27
74,36
67,40
94,29
33,61
86,18
27,8
61,78
75,44
99,28
49,15
61,5
92,25
64,100
59,9
78,2
80,83
83,66
46,36
5,55
45,19
94,42
38,31
8,30
79,70
33,77
36,10
62,27
48,54
42,67
76,34
27,1
2,9
46,87
18,5
26,27
21,42
36,30
72,35
17,85
100,42
5,17
68,45
88,25
62,58
56,94
20,0
48,74
23,8
60,29
39,97
65,38
15,86
46,76
12,70
6,41
33,2
14,69
38,69
38,38
71,14
74,9
