col_1,col_2
10,9
30,20
17,84
64,2
87,74
41,94
98,11
77,99
84,26
21,96
42,18
53,21
81,8
9,33
47,65
13,32
63,1
46,47
32,73
57,36
64,11
76,71
23,98
65,98
88,74
60,99
83,50
65,18
3,41
98,54
13,78
20,63
6,28
81,22
93,54
6,75
70,50
61,37
29,98
90,83
78,56
67,1
12,63
14,78
58,31
48,25
62,85
71,30
42,62
57,54
89,73
66,96
81,68
4,87
100,51
85,64
89,56
31,76
28,97
99,10
20,24
16,30
92,42
32,69
33,97
81,10
68,98
65,2
71,0
27,88
34,10
32,72
0,90
83,34
81,57
12,95
37,40
9,93
89,73
100,24
4,96
24,10
87,47
37,68
24,78
42,0
35,91
44,24
55,10
18,56
87,16
1,18
44,12
47,37
7,89
66,63
79,91
64,73
90,98
7,14
13,11
57,46
30,24
76,24
39,14
99,32
14,21
8,5
32,86
33,30
14,63
84,95
59,26
99,9
25,18
61,38
27,65
67,61
73,92
8,53
81,2
73,96
12,52
90,75
16,5
58,67
58,81
33,99
43,90
23,51
74,30
91,81
15,77
25,74
93,20
64,72
94,47
90,52
90,34
33,77
29,52
95,100
96,7
73,20
28,35
71,62
27,58
74,79
24,83
16,73
97,61
35,9
81,12
74,44
45,45
66,38
55,87
85,69
82,71
68,100
89,85
67,42
68,72
54,49
71,25
41,4
86,68
47,39
30,84
35,48
37,96
94,74
17,18
85,33
36,50
64,84
95,50
74,89
58,39
82,35
42,2
65,95
17,80
100,43
83,54
42,33
14,52
88,0
36,53
23,56
75,81
0,95
52,45
67,21
95,88
59,30
72,17
2,41
53,76
41,67
4,18
36,19
98,70
28,4
53,54
75,54
7,90
35,41
74,64
44,40
27,0
90,88
6,69
2,50
31,9
63,20
92,67
2,47
23,43
12,93
58,17
25,100
3,1
47,89
42,2
74,93
56,51
92,34
21,69
50,88
9,54
96,19
86,84
83,100
81,75
0,42
65,8
79,48
70,33
63,88
20,53
83,88
48,19
96,7
56,77
31,68
41,27
88,69
96,88
95,77
63,87
3,59
6,93
49,75
62,3
47,93
75,31
19,47
14,48
25,78
93,80
59,1
2,27
89,91
0,0
40,22
33,39
47,91
36,26
39,63
58,27
92,90
87,67
76,75
36,76
78,36
32,26
32,87
65,81
69,69
78,46
73,42
83,53
25,25
53,31
67,20
89,20
18,40
23,81
53,17
26,66
79,61
66,0
17,3
83,98
71,96
1,37
65,3
96,73
99,95
38,79
46,16
97,56
18,66
73,100
37,46
94,44
55,42
98,43
12,35
56,61
93,39
70,34
15,92
19,12
93,21
86,60
0,51
82,57
99,28
96,70
82,61
17,22
71,86
48,41
62,68
33,12
70,6
73,60
59,1
28,88
67,89
50,19
59,82
48,84
8,55
52,94
