col_1,col_2
64,17
20,90
51,42
69,2
74,9
18,89
39,64
71,24
93,94
78,11
90,55
55,56
74,78
14,100
23,81
56,51
15,41
100,51
59,53
41,12
71,1
3,95
56,0
56,3
81,71
88,75
16,19
56,55
59,34
21,22
39,90
72,57
20,86
69,15
82,92
33,92
91,11
93,14
72,10
17,88
52,59
59,93
34,0
28,48
17,29
84,60
56,21
17,76
0,14
55,58
77,73
48,30
41,94
25,90
4,91
79,29
91,0
26,13
8,95
59,26
38,61
20,28
24,5
68,68
2,73
34,47
77,36
17,56
22,63
25,2
3,57
84,71
11,56
72,88
5,0
89,73
43,39
14,44
41,37
21,53
53,30
57,40
34,29
14,40
44,40
30,7
2,47
59,73
26,39
40,55
62,15
68,16
70,20
40,63
30,31
36,85
50,43
15,58
78,20
28,51
20,68
54,30
69,63
13,6
63,38
100,10
32,71
58,23
92,15
3,25
47,100
39,80
55,88
69,8
36,62
20,77
35,24
64,62
56,17
98,48
16,23
3,77
54,57
15,72
11,13
56,37
21,27
50,67
85,43
25,84
89,85
41,75
79,73
74,38
60,27
83,29
69,80
77,49
56,49
78,68
77,15
8,29
84,24
33,92
100,20
38,81
87,80
97,14
27,95
26,33
74,22
41,98
23,10
77,28
38,51
97,17
65,16
20,32
88,16
96,81
61,25
72,2
86,7
79,12
63,45
36,81
44,31
5,46
40,47
62,29
60,49
56,68
21,5
66,5
75,20
64,26
28,17
4,13
94,83
38,4
38,43
55,51
59,55
35,55
65,72
70,72
26,99
0,47
59,96
38,17
16,18
16,3
9,0
67,82
96,93
52,88
49,83
68,76
76,54
28,64
16,77
93,59
45,98
53,56
93,100
53,75
20,78
30,91
25,71
15,45
12,91
93,12
22,29
52,84
55,96
95,85
55,88
13,58
98,30
30,15
47,7
44,36
83,27
59,12
4,51
39,30
1,57
85,0
26,85
64,100
31,97
51,27
64,18
3,81
9,9
35,4
62,40
53,12
43,25
15,25
17,58
61,46
14,89
71,89
25,85
3,3
58,33
61,100
53,82
88,29
75,92
76,45
37,14
43,12
23,46
81,3
55,16
9,36
88,56
79,81
79,88
95,87
20,37
61,27
52,47
50,94
27,67
66,60
34,40
59,3
90,24
38,57
42,82
40,24
43,2
61,7
8,59
41,39
29,25
72,66
75,77
99,9
6,24
7,64
17,54
52,94
68,85
19,81
26,12
24,23
59,47
72,63
99,65
61,39
17,70
43,99
27,55
96,45
72,79
80,24
96,47
62,100
16,78
84,22
33,4
92,75
63,75
31,82
84,89
19,34
14,79
22,54
81,99
87,44
97,55
46,57
64,74
85,46
93,55
74,12
61,68
80,97
77,0
25,63
12,93
88,12
91,22
55,26
65,54
42,87
23,91
31,13
39,85
94,33
54,93
23,40
3,23
22,91
94,10
29,48
80,6
7,1
12,16
78,86
76,42
79,33
1,4
39,97
15,64
74,21
19,65
70,34
54,10
18,77
57,51
96,83
96,98
11,37
80,62
68,15
67,34
57,64
20,29
89,19
10,55
48,25
50,65
16,29
5,94
24,89
48,48
45,95
35,56
64,42
29,86
93,20
3,30
23,98
75,85
78,30
5,70
77,75
92,53
25,62
88,60
4,61
87,37
90,84
17,92
20,73
96,16
43,51
84,23
90,65
81,3
36,29
97,41
46,61
81,86
2,79
