48,2
72,43
53,50
40,67
88,73
73,12
29,31
52,9
46,82
47,79
92,39
80,31
38,70
83,84
73,71
62,9
40,3
53,83
88,2
37,7
16,68
35,14
34,89
60,31
77,19
89,65
86,58
23,41
31,41
59,32
76,10
71,2
94,90
56,29
79,79
40,65
95,47
56,7
4,87
100,1
55,20
36,4
47,89
16,84
32,66
14,95
1,73
0,38
34,38
20,43
2,39
85,79
49,75
58,57
70,25
89,42
26,85
3,70
27,80
89,43
92,29
57,90
17,59
12,77
40,5
81,30
32,1
13,16
40,35
25,9
55,15
52,70
35,47
79,69
24,83
96,70
5,4
6,88
97,26
98,85
64,10
10,100
38,76
97,28
58,84
25,2
30,9
34,53
16,15
86,27
18,86
23,84
80,91
68,58
74,13
32,35
61,48
43,58
42,19
42,84
15,33
7,43
14,90
40,28
16,95
71,40
93,69
48,36
37,93
71,88
19,94
31,65
39,43
36,48
6,28
49,89
21,50
34,26
99,68
13,55
81,46
42,27
3,75
90,95
72,21
12,78
27,83
6,18
19,8
59,99
40,14
60,65
80,25
77,93
55,91
57,48
63,70
28,4
52,53
16,86
33,30
21,20
73,88
63,71
32,16
94,7
48,68
48,97
90,82
80,72
15,3
90,49
6,16
30,100
12,26
78,26
28,15
77,100
26,18
87,21
90,31
33,48
34,84
35,92
55,63
45,3
36,65
54,45
67,65
58,56
20,56
84,77
48,34
27,92
79,54
10,56
63,75
14,75
31,63
15,38
8,35
77,55
41,12
80,12
10,19
13,86
96,87
46,52
24,83
94,20
44,81
54,57
0,71
4,60
80,86
29,100
85,44
13,35
94,53
50,86
15,54
56,52
4,92
85,1
97,63
5,6
16,55
61,93
16,5
48,34
94,47
69,82
21,83
86,26
14,20
27,71
28,73
35,83
58,100
45,44
6,66
76,50
67,91
27,50
56,32
23,50
86,28
71,69
100,41
76,96
51,3
7,60
9,57
63,17
41,87
33,24
21,46
61,46
82,39
79,60
86,76
29,60
34,99
89,63
88,30
20,8
69,42
39,0
6,78
2,1
22,5
89,97
82,60
97,49
62,87
42,15
97,45
72,19
45,80
31,90
52,43
88,46
46,60
85,42
97,69
66,100
16,56
54,91
30,8
61,27
50,3
69,30
88,72
45,87
3,95
95,94
89,49
0,37
96,81
51,88
39,98
36,77
49,51
19,88
63,18
58,96
95,100
10,42
21,33
42,58
3,19
69,62
87,20
37,46
47,83
6,22
48,68
80,31
45,85
9,68
50,7
22,67
56,51
39,72
0,51
70,31
32,85
75,70
18,87
37,54
49,18
92,70
54,27
58,89
78,71
5,5
11,34
3,35
55,71
77,95
