78,84
78,76
94,47
80,94
65,41
14,33
58,90
82,97
56,76
100,69
70,15
91,60
31,52
80,52
68,26
58,38
74,92
84,70
74,98
85,82
94,50
66,44
70,58
88,66
63,94
53,27
90,94
92,10
42,25
21,2
59,48
85,99
78,49
83,25
8,67
11,63
90,3
86,92
5,35
42,8
63,29
80,52
89,56
9,92
46,36
63,18
11,17
59,73
53,14
88,25
95,96
47,65
80,8
58,58
5,63
3,15
47,55
16,84
87,55
71,11
28,100
87,69
26,88
10,52
22,45
51,33
32,96
25,74
35,48
13,17
64,100
38,58
64,10
95,46
34,100
20,97
6,43
38,64
27,30
45,7
87,1
84,82
39,88
41,9
39,8
57,64
27,38
33,1
25,21
24,70
83,63
47,18
41,9
76,26
18,100
33,98
37,76
69,91
69,21
87,95
65,66
63,42
60,73
83,93
21,64
2,41
50,37
19,90
100,62
22,88
54,96
13,35
48,30
61,99
34,90
30,26
82,96
97,19
40,86
58,57
57,77
98,29
62,93
85,36
6,67
14,88
0,91
0,81
77,62
68,90
48,17
72,86
48,67
96,12
81,77
24,30
4,87
73,70
20,82
39,98
24,16
76,25
74,62
2,83
28,18
71,46
29,67
64,48
92,22
2,4
32,8
61,81
42,100
99,3
79,71
23,42
92,44
64,6
53,86
9,30
81,73
48,74
23,19
30,7
56,83
13,13
90,58
15,93
46,24
44,45
88,84
54,25
48,31
67,7
67,32
33,16
9,87
99,18
31,67
53,67
4,80
99,21
6,90
61,44
29,82
14,1
41,57
31,44
75,23
76,1
96,13
90,5
39,68
14,8
10,81
39,46
79,75
23,51
12,34
76,48
27,48
20,95
86,8
27,50
84,52
45,32
74,97
30,87
8,7
44,3
4,16
51,70
97,62
95,13
46,3
6,94
50,59
62,31
10,24
32,74
79,0
97,97
96,70
71,37
9,54
66,71
33,11
17,68
48,41
13,93
66,58
8,16
68,67
42,74
64,41
60,31
79,93
38,100
1,24
0,18
73,34
49,32
77,31
68,9
62,52
27,52
15,1
56,17
2,80
21,48
21,32
26,72
11,95
64,82
36,35
72,79
77,100
98,25
38,22
24,28
12,52
7,3
61,96
15,69
81,36
30,66
64,48
82,45
49,50
43,17
47,70
64,65
72,45
13,63
18,17
26,5
10,65
61,9
31,10
55,76
1,9
31,33
93,100
92,57
5,9
7,78
61,39
34,98
81,97
61,44
44,2
22,0
59,96
16,87
17,11
25,43
49,70
93,71
12,48
69,75
97,91
14,76
23,96
2,68
59,30
67,37
53,57
48,37
43,45
77,25
100,32
42,87
75,50
6,100
42,96
67,92
27,79
91,14
15,71
36,18
6,49
61,40
46,87
79,9
96,11
61,92
8,71
35,95
21,13
68,70
11,27
28,49
87,14
97,31
90,61
15,74
64,7
49,67
85,48
16,39
23,91
9,100
8,62
74,53
64,44
36,66
23,29
81,28
47,14
23,19
87,99
64,31
27,22
57,23
57,86
29,30
14,88
31,29
80,45
21,3
73,75
56,13
94,67
94,76
90,14
71,50
55,100
32,85
27,56
74,83
92,79
47,85
26,51
2,90
96,59
20,7
85,6
63,48
14,36
37,7
32,48
26,97
44,62
44,91
16,3
65,37
28,23
58,7
