41,59
7,24
85,38
72,80
91,92
16,30
53,64
23,72
32,8
38,78
55,76
29,18
59,100
38,27
28,60
15,58
61,98
39,15
14,31
27,48
51,95
65,42
46,6
35,53
60,63
48,78
39,98
34,92
38,67
55,90
11,30
72,86
68,8
33,92
46,98
82,78
76,70
6,77
18,53
40,39
66,73
86,15
22,97
71,53
94,86
97,23
55,13
82,53
48,91
15,75
97,97
17,63
96,66
59,16
96,90
68,82
31,20
10,77
64,87
44,74
97,77
20,1
52,3
37,52
24,96
72,45
72,65
54,61
47,9
15,0
57,85
56,31
91,29
99,59
83,11
3,97
29,94
82,36
1,17
80,73
37,20
92,52
17,97
13,8
38,8
28,64
81,11
47,69
17,17
62,11
53,73
32,17
23,31
34,77
37,78
94,28
8,3
37,52
69,14
11,73
41,35
31,36
25,63
30,67
80,31
85,66
97,13
96,48
21,18
49,91
83,50
14,42
31,75
58,78
36,51
8,13
27,79
7,78
97,6
65,4
89,12
33,23
56,41
90,69
49,63
2,20
38,47
33,80
2,68
41,14
49,71
81,39
75,83
3,79
33,20
39,69
89,69
45,49
61,82
70,66
43,6
90,10
35,75
24,82
2,100
20,43
2,34
22,7
10,0
44,27
15,42
4,28
83,77
65,76
9,11
59,51
72,24
10,66
99,72
71,12
85,46
10,8
60,65
39,96
93,77
8,92
5,90
100,100
4,8
81,70
79,38
87,83
1,95
57,47
4,97
68,79
99,80
4,83
14,6
13,64
91,27
59,3
50,49
92,58
8,0
66,93
16,98
17,83
83,98
71,39
85,37
52,49
57,88
11,8
97,94
81,78
27,23
21,78
83,19
95,54
13,99
87,5
90,67
99,29
12,6
80,85
45,69
18,97
43,14
40,86
49,76
49,65
11,10
40,54
23,33
40,16
89,13
43,44
33,97
77,95
3,1
44,6
60,29
75,8
13,96
16,7
57,56
54,19
58,96
55,71
8,65
76,4
43,81
14,19
70,86
7,18
69,58
58,2
67,96
27,83
26,28
79,40
59,23
67,67
59,56
62,93
4,68
28,82
0,16
95,82
30,55
52,27
91,69
58,48
14,28
71,100
13,98
95,31
45,77
42,70
16,58
73,88
64,30
70,17
27,69
6,44
37,98
39,6
12,59
10,75
7,21
67,52
27,53
53,35
54,49
41,13
95,97
43,60
16,91
69,83
35,22
26,21
35,97
57,89
73,38
36,65
0,13
92,88
95,15
41,28
0,90
95,31
95,94
67,32
16,81
67,41
12,57
4,85
86,67
33,27
89,98
10,40
81,57
17,59
3,82
24,34
78,64
19,46
26,58
