84,58
36,43
48,78
85,98
26,12
3,52
23,37
17,5
84,67
57,6
48,93
50,33
34,71
50,9
56,68
76,7
8,80
88,72
11,41
11,92
28,72
26,86
83,65
26,41
56,89
12,25
94,35
95,88
87,72
68,100
38,36
95,71
39,33
6,92
68,77
14,91
81,91
32,72
60,52
60,90
44,21
40,42
80,85
33,33
68,94
8,90
82,49
62,0
55,94
1,44
60,19
100,0
5,12
68,29
4,22
80,20
6,83
8,99
55,5
28,38
70,88
71,7
56,96
18,2
27,93
59,79
37,56
71,38
24,2
17,11
51,1
54,30
86,63
36,83
27,89
85,23
20,1
17,27
82,52
99,28
76,40
3,83
62,81
24,16
55,74
5,27
22,45
6,78
16,17
31,98
54,58
77,100
64,19
72,29
16,71
57,36
55,90
93,25
44,13
69,9
78,77
99,71
99,72
50,59
97,9
86,73
42,78
26,7
87,27
79,49
28,25
62,79
91,30
60,89
73,94
13,68
75,89
82,23
0,74
94,11
66,39
50,87
69,39
57,39
50,78
21,70
54,78
98,72
60,58
42,38
45,12
16,15
81,49
22,31
9,71
22,23
30,47
5,33
28,78
85,99
0,68
30,12
89,68
11,70
48,98
67,12
84,17
8,75
56,1
15,40
93,82
6,16
20,65
60,86
12,30
50,29
30,45
77,59
100,5
18,9
79,90
80,22
69,93
50,43
53,93
29,20
88,73
39,90
21,8
80,7
38,56
61,36
72,84
70,92
6,69
1,98
22,19
29,18
75,64
36,64
74,80
52,100
83,98
16,21
73,21
100,54
86,24
4,28
57,49
22,39
40,17
83,99
30,29
51,19
25,79
49,22
65,66
9,50
35,55
13,41
73,84
82,66
9,57
91,74
2,59
47,12
53,73
0,48
48,57
75,48
10,19
47,1
69,93
17,62
49,24
27,62
22,62
7,13
14,18
69,28
57,88
62,43
9,49
95,21
89,66
69,29
29,88
60,50
41,77
82,82
24,61
26,45
69,4
56,93
78,62
31,4
50,69
31,0
79,99
61,84
88,49
62,18
34,39
51,42
17,35
77,61
27,3
96,61
16,2
59,5
16,87
8,3
30,45
47,72
66,57
19,40
96,62
1,1
25,100
14,50
47,62
29,98
79,25
36,99
69,22
65,39
27,24
99,83
44,89
72,12
35,9
92,58
45,94
86,55
89,45
17,59
59,85
40,54
72,92
6,18
78,82
79,94
78,40
43,2
54,47
40,86
74,82
39,14
97,20
41,72
20,7
55,55
69,89
42,96
57,22
94,34
69,86
33,86
48,3
71,99
74,23
42,28
46,48
42,28
79,85
46,12
80,82
86,26
21,11
66,52
81,37
95,43
34,93
54,53
24,85
40,99
73,37
48,31
78,91
53,23
47,75
92,62
72,9
60,28
16,50
84,19
30,90
90,44
76,4
60,35
87,91
46,6
31,91
25,36
92,60
37,26
73,68
84,86
68,54
8,72
55,19
19,24
91,31
2,22
34,0
68,56
53,44
35,68
71,68
54,60
96,84
48,50
79,65
67,91
37,48
35,67
4,87
59,31
32,74
54,22
9,39
4,26
82,17
29,0
11,5
100,39
51,73
59,28
22,75
3,50
71,68
34,98
51,12
30,5
37,19
21,21
80,64
36,1
91,35
89,99
22,74
28,24
9,92
78,29
60,46
85,46
2,44
92,86
58,89
76,1
98,60
75,99
9,64
56,89
57,34
49,78
91,26
64,42
34,29
72,80
80,74
63,58
98,51
45,72
8,51
10,84
48,57
89,93
91,2
44,94
61,95
90,53
100,7
19,98
