col_1,col_2
22,19
86,79
56,1
80,87
71,63
88,41
68,34
42,15
48,100
78,33
69,46
96,86
10,65
94,9
49,7
55,27
9,47
2,64
50,100
58,65
40,97
59,0
100,25
50,19
76,38
9,28
30,7
70,0
64,36
8,86
24,92
64,99
94,68
32,55
24,78
43,71
49,60
63,11
10,30
12,80
96,83
10,78
87,93
72,75
86,28
1,51
8,73
77,35
0,29
100,72
2,19
5,46
36,26
5,61
53,47
22,97
80,42
68,15
76,41
41,13
56,26
90,31
70,47
98,34
65,79
17,100
40,7
20,30
32,39
43,4
12,76
43,84
1,75
37,4
79,56
74,49
93,54
51,54
87,88
92,37
76,18
70,21
78,66
79,22
75,30
21,38
58,59
75,57
83,7
0,59
60,68
17,53
26,94
14,83
40,98
20,2
58,98
61,84
36,22
2,84
8,22
5,26
15,11
5,8
32,21
30,15
99,59
64,24
48,15
75,57
9,99
4,58
100,63
96,35
18,27
84,58
100,62
90,46
46,11
86,12
18,14
58,40
53,86
94,49
6,5
59,34
71,75
26,82
11,25
55,33
18,21
25,52
56,36
71,87
13,39
53,87
1,96
5,36
58,66
17,79
13,20
4,26
8,2
47,72
10,92
3,95
34,54
83,53
66,91
31,83
13,23
13,34
40,30
11,16
22,44
55,90
14,58
13,49
15,76
67,19
22,89
67,0
49,42
42,32
44,44
56,61
17,2
86,12
57,47
92,98
97,43
66,41
58,24
68,85
48,79
50,67
90,11
0,42
17,26
41,57
37,70
90,3
38,42
70,0
33,25
48,19
62,45
95,76
71,93
34,100
48,11
33,89
94,90
89,9
97,87
57,17
54,50
60,2
25,0
38,7
70,91
30,23
2,4
86,47
21,27
26,64
18,57
31,23
56,40
58,16
30,96
39,56
33,38
16,64
77,10
19,79
67,5
32,66
50,67
26,30
40,92
42,9
9,100
44,4
58,33
47,33
50,91
81,63
89,52
81,70
100,58
46,82
96,74
56,36
63,98
53,67
3,10
20,62
34,38
15,96
8,61
78,57
3,60
73,24
67,10
79,78
24,52
45,88
2,76
3,80
19,65
83,22
95,44
31,52
34,16
46,86
77,65
63,1
8,87
57,59
14,74
49,16
9,61
83,100
93,86
44,63
97,93
9,73
94,43
40,85
28,13
30,96
0,86
90,86
70,16
56,7
23,62
23,65
82,34
4,93
51,47
89,22
78,64
54,53
99,39
91,29
92,14
88,90
19,32
94,51
11,12
45,48
11,47
54,28
34,33
32,32
91,55
22,95
100,49
83,16
92,6
41,27
11,61
28,41
80,72
8,64
44,97
1,82
27,100
84,63
48,12
70,33
94,48
65,100
1,89
17,41
33,76
48,12
32,88
96,25
12,92
30,10
99,70
29,62
22,73
50,70
100,92
40,57
38,37
81,83
55,60
41,11
33,3
7,48
5,16
70,9
56,8
98,6
74,26
29,47
17,35
36,92
55,25
90,66
76,47
3,90
93,78
41,91
85,29
31,27
90,12
54,42
8,72
54,33
90,29
93,47
73,26
53,0
40,5
57,14
50,82
62,59
100,96
59,40
40,64
49,48
13,34
55,16
79,63
45,99
9,48
86,11
45,73
3,76
94,100
72,44
95,77
100,81
30,35
1,4
69,69
65,11
7,29
48,67
12,87
22,40
35,56
65,45
17,11
41,72
16,25
53,51
6,35
100,41
18,80
88,89
88,92
88,28
50,78
8,34
25,77
56,30
15,93
49,25
73,5
72,88
57,8
15,61
44,13
51,6
34,89
53,28
36,36
46,44
0,66
98,6
89,92
28,51
77,91
23,62
15,74
61,62
64,81
3,59
5,45
7,94
88,44
28,83
69,41
68,53
74,31
48,10
47,41
88,46
53,32
69,26
71,58
56,57
6,6
29,3
61,81
19,8
1,38
46,17
66,72
87,31
41,27
81,21
51,47
41,79
31,9
30,32
96,26
74,2
67,13
78,20
63,60
32,11
64,100
56,46
0,97
97,72
12,32
52,61
17,47
32,81
69,45
31,96
14,76
5,90
94,55
50,23
82,10
96,84
6,50
70,14
82,4
53,73
54,67
89,85
95,72
67,30
14,5
76,51
6,81
21,9
10,94
35,72
82,53
53,48
58,92
33,27
35,96
92,2
86,31
40,40
98,85
100,33
16,17
62,38
58,3
2,58
97,8
76,18
