col_1,col_2
100,82
64,96
29,64
5,98
31,86
4,90
61,6
96,100
16,92
17,88
51,80
96,53
60,66
34,84
67,7
74,57
15,98
6,52
68,22
73,36
50,46
19,90
8,32
30,36
85,42
59,9
20,31
21,57
91,98
70,41
5,100
71,32
77,59
92,76
55,75
86,34
3,11
44,43
66,52
15,49
45,12
88,18
54,12
26,42
57,95
68,26
31,70
83,85
22,61
74,86
67,60
4,13
73,46
11,22
31,32
36,59
89,52
84,8
1,42
67,31
96,26
38,71
35,4
20,57
42,16
57,98
99,34
26,74
43,28
1,88
45,6
33,33
80,60
86,19
13,99
22,27
63,54
36,32
11,81
79,86
49,42
38,68
48,7
71,15
8,56
45,53
14,53
9,75
38,35
74,32
97,97
69,95
31,15
14,66
88,10
5,72
76,42
89,21
70,27
1,47
83,70
87,36
54,88
1,10
1,71
98,35
100,35
1,62
23,18
90,65
7,26
12,63
41,74
84,74
2,62
24,98
49,0
98,70
44,35
81,61
89,49
26,1
51,41
60,85
89,27
89,60
65,68
96,74
4,64
78,80
99,94
49,22
46,37
52,41
82,21
2,27
86,61
6,54
92,30
80,67
18,76
90,3
33,1
31,19
85,34
74,49
96,15
7,34
37,3
32,18
95,89
41,95
40,90
2,17
99,76
68,66
7,40
98,16
95,41
85,52
82,89
14,28
75,37
69,35
94,10
56,100
22,89
27,39
26,9
67,90
52,93
41,89
27,6
84,89
83,57
20,98
38,19
62,2
49,61
83,9
35,65
96,1
31,81
21,85
97,39
79,65
1,5
45,71
41,83
0,62
64,89
71,29
87,41
61,61
87,67
100,77
26,7
15,100
35,47
53,78
32,22
89,81
65,70
60,84
66,1
63,29
72,84
5,8
9,53
32,22
32,0
82,98
3,61
85,58
22,64
45,80
51,52
55,10
28,29
46,52
8,11
26,48
57,99
22,69
19,72
94,30
57,78
19,60
36,70
47,27
17,20
17,90
8,39
20,74
85,69
27,37
13,56
75,72
90,13
8,86
35,65
43,15
51,84
43,69
42,38
44,32
17,14
100,82
21,75
64,93
42,67
48,57
1,82
100,40
67,7
72,69
0,21
72,60
72,96
82,98
86,58
42,41
33,86
75,12
55,87
15,79
71,23
100,45
78,3
88,96
14,23
70,31
79,21
8,94
82,18
65,0
26,30
18,15
85,41
88,76
2,4
90,43
40,75
82,56
24,32
41,24
57,77
86,75
55,12
10,76
51,62
42,77
9,83
51,44
49,66
32,69
94,64
55,32
58,58
76,31
96,97
62,52
67,54
78,89
80,75
43,4
10,73
8,66
48,70
41,76
43,70
73,34
82,29
8,82
88,90
30,83
3,35
78,1
13,42
9,95
81,26
13,8
49,54
18,8
69,62
68,7
83,94
7,63
47,45
70,53
54,56
4,72
37,28
94,83
39,33
0,83
38,19
17,29
81,79
10,33
10,42
60,40
89,94
1,35
100,93
57,40
28,8
36,35
47,80
76,27
65,53
19,41
60,8
77,48
71,28
49,7
44,53
97,4
10,20
21,64
50,52
99,97
19,82
12,96
14,91
59,95
73,77
13,8
37,44
29,46
60,47
13,34
15,59
56,82
93,63
7,100
47,51
8,20
48,83
47,5
63,75
55,28
40,16
95,81
35,25
18,21
42,6
88,78
23,80
60,28
39,7
1,98
84,0
2,0
12,76
95,92
49,45
43,80
69,15
66,88
67,51
2,31
32,38
12,45
95,2
73,12
93,35
85,74
8,39
59,87
40,100
67,92
60,18
94,55
53,91
40,89
90,49
65,45
33,16
77,11
50,54
28,73
60,7
47,24
55,49
94,66
24,45
6,5
85,90
82,24
63,64
40,47
67,41
46,32
5,53
36,24
60,23
57,93
31,75
0,79
1,90
11,64
93,55
70,55
31,4
25,77
83,77
24,61
30,52
84,28
36,71
74,94
15,66
6,94
97,42
46,76
52,47
23,49
39,82
84,44
67,34
80,33
4,52
42,1
16,84
71,4
8,28
78,7
99,76
75,43
59,97
18,58
51,48
27,26
83,40
83,49
65,85
18,79
15,44
14,47
64,52
90,13
86,74
7,96
97,3
6,13
25,5
62,6
79,40
23,24
14,63
85,28
23,77
33,32
56,40
24,31
22,34
52,70
42,59
80,81
54,15
0,65
48,87
27,92
35,46
18,53
14,16
98,8
99,9
1,78
26,90
26,0
54,25
39,91
96,58
1,82
84,85
79,20
84,62
81,25
94,38
93,81
32,91
52,89
8,3
18,98
33,1
81,5
77,80
71,39
79,6
31,15
54,14
17,94
68,2
20,99
83,34
9,43
11,56
23,23
92,56
3,15
52,89
100,39
11,14
43,38
91,12
56,61
35,70
82,94
48,90
21,88
22,20
85,69
0,34
8,25
32,54
97,19
64,100
17,63
38,65
75,34
60,35
63,3
6,20
12,14
17,19
33,22
26,64
11,14
79,24
28,77
15,59
21,88
100,36
64,54
63,88
65,20
25,59
21,80
17,31
72,83
45,41
52,91
67,78
97,21
67,71
30,48
33,31
44,84
100,13
23,93
73,28
81,19
69,65
8,70
73,32
43,2
71,19
8,54
95,52
28,14
83,27
48,54
22,15
47,66
10,90
72,70
19,54
22,37
85,59
79,23
51,93
37,73
45,93
18,19
22,51
21,15
18,39
44,80
56,56
99,94
96,77
27,32
69,87
53,44
16,100
13,84
86,84
25,1
51,25
78,0
98,95
9,9
70,86
11,100
96,93
73,77
52,48
83,64
62,63
11,78
58,14
79,83
64,57
90,88
59,13
67,23
86,53
85,71
41,54
73,71
34,59
76,39
52,42
83,49
31,15
22,31
69,80
6,98
34,18
78,14
43,29
74,62
2,98
20,91
79,8
39,98
57,2
37,78
57,83
96,50
41,91
57,9
93,69
33,45
73,34
93,60
22,95
98,35
13,40
86,92
24,49
58,90
97,7
33,11
55,78
22,28
77,25
75,69
7,24
74,72
21,2
48,70
62,68
13,27
43,84
14,81
32,91
3,82
96,4
52,48
55,73
59,97
66,66
23,4
76,15
16,70
36,64
17,98
20,36
22,78
67,58
8,34
74,18
86,90
95,2
8,20
64,87
83,45
30,91
58,24
77,18
69,42
7,78
68,19
47,91
46,34
55,95
94,68
19,20
71,81
48,14
19,71
99,52
88,57
90,56
97,20
31,97
72,40
80,33
54,86
33,72
96,84
33,45
16,52
17,45
66,58
38,6
22,72
40,89
28,76
76,13
27,97
67,86
32,68
57,48
30,3
36,76
23,80
54,19
84,90
64,93
47,99
51,71
18,21
27,89
39,97
66,40
13,43
93,79
88,21
58,94
7,58
82,6
76,94
78,68
48,71
80,17
88,43
13,94
97,19
92,16
81,75
46,64
81,34
10,28
51,58
63,11
85,77
53,39
3,64
2,72
70,25
60,87
75,55
19,50
6,1
79,11
73,90
64,66
95,52
88,16
95,88
53,11
51,72
91,66
48,33
24,32
84,75
93,24
23,10
98,19
20,56
4,7
52,19
64,79
29,45
78,44
35,12
45,19
47,87
81,8
77,58
10,100
46,48
52,8
29,32
33,27
2,45
28,63
73,70
42,7
83,39
49,98
46,93
69,59
99,25
51,94
38,56
61,0
84,46
81,66
66,93
66,89
34,16
20,38
89,86
17,64
39,75
30,19
23,31
61,6
55,27
56,26
21,43
91,90
16,25
53,19
96,70
61,76
76,52
69,4
6,49
29,88
52,74
43,77
17,66
46,21
93,30
25,84
11,25
89,51
99,27
33,27
56,64
64,28
68,5
71,16
41,18
61,69
88,19
64,47
63,55
78,91
22,92
68,64
8,0
32,2
36,65
83,68
59,65
84,92
3,95
21,73
58,16
65,30
19,83
30,68
35,89
60,41
98,7
48,24
22,41
56,5
62,85
83,18
69,7
26,82
100,67
52,50
15,47
96,13
8,39
42,9
39,45
83,48
54,19
11,13
58,97
42,99
88,68
16,63
65,99
76,26
100,91
63,75
6,70
82,86
63,83
35,13
66,99
27,54
86,49
89,92
53,54
67,64
80,83
4,52
87,97
72,66
46,47
83,88
27,83
96,83
13,13
59,75
50,2
5,61
93,96
57,98
16,16
66,57
13,70
28,67
89,25
24,74
53,11
42,30
54,86
90,53
15,37
35,60
23,43
25,35
69,42
80,9
45,6
17,7
89,74
66,21
20,1
94,83
37,78
39,73
16,73
69,56
19,76
89,32
74,40
61,72
31,41
45,29
68,38
94,66
55,31
100,86
1,29
100,74
78,16
84,69
24,69
29,96
99,100
72,37
71,91
87,98
27,43
70,26
13,33
