col_1,col_2
19,100
3,65
44,51
62,20
34,20
65,13
99,29
28,66
32,99
99,23
16,61
0,76
57,23
81,1
22,66
84,47
77,43
11,13
9,99
73,3
86,17
17,44
75,35
68,80
35,84
24,76
70,56
66,61
88,78
24,15
58,11
11,29
24,82
23,31
99,89
88,32
61,42
68,76
28,11
75,93
14,4
41,34
18,75
63,80
54,32
36,37
99,67
32,96
13,62
21,92
8,59
64,40
42,60
48,4
46,16
59,57
90,58
55,75
12,51
86,29
0,75
86,100
64,56
45,5
56,41
64,79
99,35
20,70
100,56
61,14
65,37
47,39
20,48
35,79
25,54
53,37
87,54
5,42
95,53
37,84
97,67
60,70
37,13
10,83
63,46
51,93
73,97
19,70
54,69
81,97
86,85
83,15
87,35
34,15
48,49
63,36
95,88
90,93
12,69
27,47
47,27
34,84
69,21
54,38
39,99
9,52
48,10
0,15
0,0
35,49
45,31
80,93
36,17
15,18
92,15
6,52
89,93
13,12
51,76
61,10
9,3
78,19
38,44
14,62
41,21
96,78
60,46
74,24
68,67
45,79
81,63
69,17
39,21
90,31
53,22
87,91
50,96
83,21
47,58
40,44
78,34
30,2
76,32
98,90
89,94
68,11
58,74
82,94
25,54
71,28
69,73
27,79
26,92
43,80
87,58
75,57
86,51
47,83
17,45
24,68
95,9
78,21
54,21
84,96
34,81
76,37
12,90
70,20
91,48
58,74
20,70
74,93
39,69
77,83
87,26
32,44
52,58
21,23
50,9
83,33
55,80
25,97
80,52
94,31
81,95
98,9
45,82
80,3
68,91
55,51
26,25
89,45
85,88
72,78
70,81
19,97
18,56
84,8
89,52
91,40
60,82
16,13
1,0
78,63
70,61
97,18
43,2
99,44
13,85
34,34
19,36
51,98
42,10
5,43
86,14
44,47
49,93
7,68
7,20
9,77
90,96
65,27
64,56
77,34
87,53
6,34
56,86
54,33
22,21
99,42
62,4
37,10
76,49
63,47
75,100
17,32
58,61
14,29
10,4
7,72
97,81
33,26
96,99
33,42
3,10
4,21
24,99
40,21
28,97
29,54
52,9
67,99
3,1
51,99
12,46
43,80
29,86
86,26
46,62
96,80
30,45
16,94
57,64
51,48
95,94
78,62
89,96
7,84
94,8
38,54
32,16
26,4
18,25
31,94
19,22
31,69
73,24
78,91
21,21
13,63
15,93
22,67
52,42
62,84
48,63
58,79
0,36
8,93
12,18
71,70
39,75
28,80
81,50
22,15
42,65
44,5
9,39
84,38
68,19
23,70
59,31
74,22
26,69
16,2
38,25
75,20
92,62
24,83
60,99
10,92
0,31
48,63
32,55
81,0
67,69
22,13
60,94
64,40
27,26
45,90
80,36
53,30
87,18
79,40
3,59
48,97
8,93
99,77
49,70
47,88
38,4
26,13
91,73
44,30
43,80
8,53
75,51
29,8
57,10
49,42
15,16
43,96
22,74
100,17
88,10
56,45
59,43
26,77
52,89
29,70
1,44
14,70
34,73
61,26
2,96
91,94
23,48
72,50
91,63
9,7
25,34
92,37
21,83
11,36
27,15
89,56
34,46
87,100
13,86
46,78
16,21
21,71
21,1
99,62
12,37
6,51
82,61
52,74
4,52
65,20
55,65
53,22
4,65
33,30
11,28
91,31
40,7
2,32
2,81
55,10
33,58
95,95
81,47
77,84
8,45
27,62
44,87
76,37
94,87
74,73
47,43
9,3
8,52
37,81
23,81
43,76
8,34
48,67
78,0
87,22
46,50
12,100
93,100
13,17
31,63
24,24
56,97
56,80
94,36
42,28
24,8
94,24
28,98
46,80
25,15
14,75
25,50
51,20
52,19
62,45
54,79
31,73
87,38
100,60
24,46
8,20
78,41
50,52
98,13
61,92
93,96
60,83
70,63
36,77
4,50
18,91
38,64
32,75
25,14
54,100
46,79
15,69
6,85
44,99
60,32
53,69
55,46
90,29
41,19
40,69
18,9
24,46
47,73
86,44
87,68
22,9
92,96
31,40
1,69
62,78
97,1
52,97
30,9
78,47
66,53
47,55
26,17
6,49
77,23
77,27
80,67
36,15
92,22
24,43
33,1
65,68
4,3
15,42
17,88
90,5
62,88
93,73
32,52
47,86
64,54
67,60
89,87
12,88
46,41
79,84
82,88
49,3
94,95
93,7
29,14
98,56
70,45
22,0
90,73
60,27
18,99
66,31
75,51
66,66
46,33
61,81
94,36
59,5
27,35
61,45
63,42
22,1
33,18
9,4
19,36
13,13
85,82
0,89
53,37
98,52
46,97
53,40
76,46
12,97
50,39
8,60
79,41
40,28
43,39
27,74
76,100
28,88
