col_1,col_2
54,25
74,64
52,93
53,57
25,68
32,24
13,5
43,85
91,91
36,24
60,78
2,99
34,36
68,13
80,71
35,85
6,45
36,24
19,51
11,16
17,80
92,5
54,63
90,34
84,85
36,29
67,11
69,40
56,97
19,24
7,59
71,81
12,56
75,11
30,51
69,24
76,87
95,90
75,9
15,12
60,56
49,10
7,29
9,17
38,46
89,0
15,87
1,98
29,35
10,18
10,18
59,13
9,43
56,92
93,19
65,94
21,51
36,37
9,92
24,50
47,75
48,20
23,99
26,58
54,19
47,34
35,39
75,43
48,9
28,34
41,33
74,70
50,7
17,42
68,62
18,86
47,44
86,64
80,19
66,37
15,75
20,32
49,56
3,7
2,34
37,76
71,22
87,55
73,84
72,55
67,69
99,19
52,20
47,28
77,49
5,41
71,42
92,21
81,16
80,8
9,47
6,61
76,73
13,59
94,29
17,19
61,11
47,60
32,93
1,82
37,63
10,25
99,67
100,5
1,57
29,83
47,95
53,48
82,50
8,4
2,77
19,41
54,86
8,67
56,28
43,29
62,96
92,34
53,38
14,50
32,69
84,19
13,15
43,44
93,14
61,16
1,32
41,22
69,87
91,41
44,43
71,4
44,60
61,83
97,44
69,72
39,29
63,77
57,63
88,52
22,1
36,43
75,35
50,0
89,25
90,62
49,58
4,48
57,39
3,72
34,69
44,24
48,69
23,94
63,84
78,17
3,44
95,90
39,38
56,14
92,12
22,13
52,21
61,89
37,9
84,12
56,95
8,11
84,18
15,53
64,31
4,31
1,63
59,78
45,53
82,27
93,64
5,73
46,79
27,77
44,36
30,56
95,34
17,49
25,45
36,38
7,99
4,61
71,15
56,11
61,42
11,22
80,40
31,12
46,70
26,10
14,21
91,5
60,64
62,95
92,54
20,90
61,14
61,62
73,44
66,22
15,11
26,52
36,74
13,82
12,61
97,29
9,18
65,17
58,56
42,61
97,97
83,39
72,82
69,19
45,47
97,71
2,27
13,36
28,28
61,55
4,77
8,7
47,5
5,95
36,24
1,77
41,74
59,16
10,43
58,92
42,53
66,44
93,30
53,16
34,99
42,61
43,16
20,81
15,35
50,3
6,88
30,46
9,51
55,12
73,46
54,98
92,7
79,82
0,27
5,67
66,79
11,95
56,16
26,53
69,34
98,98
95,69
63,59
40,1
20,24
27,90
98,25
4,16
73,83
14,93
45,81
86,9
45,28
10,28
63,80
0,31
26,91
58,90
14,71
35,91
12,61
47,92
59,98
38,14
11,2
0,100
27,86
11,12
91,27
76,48
50,71
66,85
32,57
17,6
74,70
74,50
72,30
28,88
65,86
100,78
2,41
45,49
35,92
47,19
0,59
73,51
78,5
69,31
23,12
74,6
23,93
68,92
70,89
70,72
76,68
70,65
