col_1,col_2
22,7
56,3
29,78
15,30
39,80
44,93
58,83
41,51
4,39
51,38
97,46
92,85
25,21
64,67
10,47
97,44
15,47
13,9
18,38
0,65
11,35
32,64
39,43
13,2
17,38
14,1
71,76
89,55
23,9
97,13
35,98
85,60
87,96
70,80
74,75
2,39
21,59
18,12
27,99
89,88
48,45
0,90
30,25
16,68
41,55
48,8
43,40
62,11
63,91
69,31
80,54
19,3
45,47
74,80
51,48
22,34
30,1
58,7
62,35
82,55
69,55
94,98
17,10
42,13
32,96
37,18
34,5
16,76
39,9
55,55
15,50
29,28
38,87
69,71
97,78
64,36
28,79
6,21
79,35
56,14
46,43
97,79
8,22
37,60
74,6
92,55
88,89
27,66
90,77
62,74
26,93
87,48
58,48
31,1
83,86
22,16
16,3
14,13
5,93
5,69
45,5
73,62
75,36
54,20
9,34
24,77
92,70
42,15
10,52
38,38
75,72
65,73
66,45
57,87
74,62
10,38
1,69
23,66
67,35
52,27
0,27
13,81
15,94
14,34
10,3
91,24
79,50
50,36
76,7
10,8
78,3
90,98
55,39
55,93
100,1
44,48
39,10
12,65
74,9
84,84
27,67
76,92
44,92
23,81
40,35
43,64
87,35
45,59
71,45
34,57
31,76
24,49
49,28
45,2
92,1
41,16
42,58
78,58
19,60
12,22
84,11
50,32
53,51
49,67
60,60
27,71
89,92
50,12
18,12
86,10
36,54
23,43
24,78
94,80
67,38
87,20
30,16
81,71
71,56
75,9
16,82
33,98
72,78
68,87
5,63
32,16
62,91
47,95
36,59
31,76
40,16
18,93
27,32
99,28
45,68
90,84
52,23
75,81
74,4
73,37
95,97
71,81
82,37
35,67
86,83
61,40
71,90
77,51
59,34
47,92
11,1
47,67
88,81
90,58
13,44
1,77
52,23
45,22
51,16
17,65
27,37
91,52
69,29
70,41
28,75
36,42
29,29
50,15
86,77
4,71
25,62
60,12
29,92
76,29
16,95
5,65
65,26
94,18
2,37
7,14
76,37
51,38
45,63
86,30
81,27
0,92
0,33
59,66
70,73
56,54
14,63
58,63
43,22
89,61
97,28
21,40
28,21
36,89
57,9
60,74
0,44
37,9
66,13
96,21
22,79
29,54
5,36
6,76
98,52
76,66
10,33
35,61
9,2
43,100
87,53
38,53
25,28
50,46
16,83
11,34
68,65
84,14
43,59
4,38
96,43
51,76
79,45
43,33
97,8
37,5
33,91
77,30
54,12
33,87
3,89
59,51
29,56
59,48
56,37
33,100
59,24
44,9
41,94
72,74
66,99
79,64
88,20
93,86
74,18
65,61
22,55
43,25
72,17
29,90
13,100
63,7
36,52
90,85
85,74
78,66
86,80
4,15
79,21
22,45
25,71
73,42
36,37
76,62
18,47
19,95
6,15
44,85
94,56
30,57
78,58
57,3
19,71
43,7
93,42
10,36
30,19
38,2
72,55
3,80
28,39
93,45
95,42
70,77
31,81
15,41
22,92
99,9
64,15
14,25
61,10
78,89
38,95
13,8
60,38
84,39
57,99
93,47
56,95
27,26
84,48
83,67
28,24
