col_1,col_2
84,70
28,28
28,2
3,10
86,77
67,14
46,20
27,49
98,74
23,22
13,86
24,14
92,82
1,18
4,63
85,88
35,77
76,98
39,17
82,41
75,42
57,100
86,18
36,16
43,23
75,80
41,56
29,31
14,73
69,47
82,4
3,65
61,28
16,63
21,83
45,78
53,96
93,88
69,42
83,58
93,96
38,47
38,69
46,83
98,57
33,30
97,50
94,1
52,10
36,64
29,12
17,62
78,48
30,50
47,39
43,22
20,23
46,86
67,65
78,17
4,69
82,34
51,26
7,61
45,97
35,39
99,23
63,55
31,48
75,47
36,36
75,37
39,42
57,85
32,46
66,81
94,80
87,70
1,21
81,18
91,3
98,59
42,10
39,25
60,46
44,99
95,49
96,56
60,50
89,94
3,40
60,8
85,7
74,46
82,39
10,59
54,96
0,33
72,22
91,19
96,69
43,15
62,19
62,62
66,37
53,60
81,93
87,68
88,79
84,37
28,50
57,47
45,88
85,65
99,8
61,99
34,73
16,45
19,20
84,59
10,46
33,18
55,63
10,9
53,43
23,7
81,10
43,89
10,70
46,84
46,53
90,96
79,6
14,30
22,60
48,71
1,78
100,16
32,49
13,100
89,55
79,30
10,98
90,89
7,55
21,81
55,88
1,36
7,50
32,64
32,86
91,49
51,11
63,94
42,96
58,52
21,24
41,90
32,2
57,53
49,51
71,87
42,98
85,62
26,98
65,68
19,56
19,97
57,57
81,85
98,33
18,20
5,34
68,90
94,98
72,14
28,61
64,36
27,3
36,95
22,39
55,82
36,94
74,56
3,65
86,36
86,71
44,88
71,35
53,83
1,88
7,18
1,81
31,16
58,4
72,14
90,74
71,75
39,54
73,51
80,36
76,48
66,69
40,38
36,96
82,87
62,81
21,30
66,60
27,52
21,96
42,86
65,14
64,69
9,1
14,73
71,33
43,64
58,17
26,78
52,71
37,25
20,43
75,61
87,60
5,3
97,54
19,63
17,54
39,63
46,72
78,31
44,17
45,6
19,28
11,26
70,69
24,79
48,46
83,6
4,31
100,68
78,57
25,69
87,23
93,52
14,77
100,47
41,66
12,52
68,56
29,87
77,87
43,11
9,24
53,47
76,79
7,12
44,46
13,23
46,79
10,63
71,43
5,70
57,11
43,25
82,28
81,75
47,88
33,29
10,19
96,62
7,78
33,63
13,2
13,67
37,41
16,36
86,30
63,45
96,11
27,88
62,7
86,89
63,22
71,45
37,6
24,93
75,93
64,39
17,16
74,25
18,61
75,47
49,27
97,69
42,28
51,41
27,82
36,97
16,63
62,6
25,87
83,30
60,70
50,96
58,6
2,75
63,35
32,53
87,27
58,57
66,39
52,22
72,60
23,81
62,48
72,32
25,71
82,88
43,37
31,5
20,70
69,50
79,67
3,47
77,72
43,49
93,93
36,28
65,11
53,6
21,29
19,12
45,65
26,90
78,22
79,46
14,67
21,9
22,25
45,16
17,61
91,49
24,95
32,4
39,24
41,56
79,3
70,83
5,27
80,67
68,56
57,39
35,4
50,61
90,9
28,96
91,98
41,31
82,36
43,15
99,14
95,74
29,29
61,98
36,84
72,86
34,95
59,37
18,50
43,62
36,3
38,34
27,84
99,89
67,65
54,5
33,74
25,39
20,72
11,48
19,30
30,24
43,11
52,30
30,11
68,30
79,27
45,3
52,39
5,40
53,61
63,46
59,17
45,83
15,66
95,76
59,24
51,40
95,23
78,46
61,32
48,70
24,84
18,26
45,67
29,35
65,72
89,80
67,23
5,27
51,28
23,11
12,84
20,56
14,71
3,69
7,81
86,45
83,7
21,8
79,10
46,32
79,98
51,19
83,72
0,100
71,48
54,18
33,74
14,62
55,88
83,20
18,28
17,43
24,90
38,58
86,47
0,96
22,99
100,74
68,43
66,90
70,17
2,81
87,90
6,87
89,33
84,42
58,49
22,2
1,55
79,64
22,33
72,51
42,90
37,90
18,71
45,55
95,46
11,65
28,11
62,48
40,41
0,36
73,40
54,32
10,63
53,96
2,24
13,36
4,52
31,58
21,44
44,60
56,3
60,80
73,25
37,11
67,69
24,22
18,67
76,66
36,71
26,84
12,8
66,57
48,39
23,23
16,53
47,16
6,10
86,51
46,34
30,88
44,45
52,45
83,15
68,7
100,85
19,87
95,99
9,89
19,18
37,8
23,9
40,13
97,32
81,68
94,0
65,40
68,9
40,28
52,17
93,39
16,95
12,62
93,38
55,47
15,49
28,40
94,31
38,86
98,17
8,13
90,27
50,0
83,85
20,42
51,67
100,69
77,52
23,58
53,100
47,88
41,43
40,80
50,61
21,32
49,91
29,36
82,50
55,75
6,26
80,41
23,38
0,73
35,50
13,92
47,40
63,9
52,72
15,82
55,76
86,37
60,37
76,55
50,20
53,85
34,43
19,83
41,64
34,42
32,78
40,32
59,1
51,24
17,33
76,50
98,9
46,100
88,85
95,64
13,51
83,1
55,19
13,52
97,62
21,30
0,84
50,18
74,33
10,100
24,55
68,68
90,66
6,75
40,10
71,45
31,41
74,63
5,69
16,74
71,34
60,44
59,18
30,4
24,51
15,70
42,38
82,19
42,99
81,62
33,61
22,68
83,26
80,41
20,32
69,77
70,22
28,20
73,29
39,11
40,63
81,6
77,58
60,79
70,8
22,96
79,21
78,58
40,57
29,60
28,0
36,55
79,51
22,84
1,72
98,88
56,67
90,73
24,74
65,93
51,100
51,91
98,62
43,36
47,18
81,55
48,41
73,61
52,68
33,50
36,6
90,70
90,74
49,80
80,63
31,18
10,45
82,22
76,23
94,21
58,93
79,88
7,60
