col_1,col_2
57,33
37,5
51,49
63,0
40,32
87,83
57,88
97,22
22,62
83,30
40,14
38,49
11,14
13,39
36,87
29,26
3,61
62,90
13,60
84,85
26,36
57,66
30,48
21,4
29,100
9,55
96,49
90,70
43,31
83,70
41,65
98,67
31,64
83,6
33,10
16,96
39,20
10,41
79,4
48,42
79,92
56,69
93,90
75,79
18,17
12,17
51,4
81,35
17,42
4,89
84,2
90,84
85,95
89,49
0,58
40,63
19,79
43,30
75,45
59,0
73,25
99,72
88,49
23,28
55,55
51,79
27,9
72,23
18,59
67,73
34,24
55,25
49,69
37,6
86,85
12,60
76,70
90,43
72,61
85,20
83,7
63,37
36,81
95,43
1,10
2,90
82,92
49,24
24,93
53,75
40,6
96,94
47,24
16,30
53,40
64,66
34,25
57,67
100,13
67,14
55,19
67,96
60,56
52,72
70,33
13,52
19,81
56,33
37,61
21,9
71,6
100,5
1,28
20,83
91,99
48,49
51,17
25,20
86,39
9,23
6,53
51,85
39,98
62,54
68,3
45,45
60,52
24,89
69,54
2,42
59,74
60,49
49,67
6,10
31,100
45,56
26,12
0,72
32,91
44,49
17,78
0,59
68,73
59,16
35,91
86,12
82,90
83,72
2,80
93,28
5,73
1,85
99,6
6,59
44,30
39,17
34,47
29,9
33,23
71,56
96,95
89,19
75,94
84,28
44,34
36,6
54,50
99,98
30,83
68,44
3,63
24,37
45,16
72,99
18,68
32,76
71,69
36,84
73,7
28,52
3,85
73,64
31,83
16,20
73,44
95,13
21,45
1,51
9,95
94,11
56,75
45,11
31,2
95,95
70,68
32,87
21,72
48,79
59,24
57,33
26,67
96,72
51,57
43,22
29,50
56,59
48,63
24,11
34,25
7,22
56,27
30,84
42,19
79,14
32,39
19,20
2,18
32,44
35,77
57,25
77,8
64,69
46,55
9,40
30,29
11,90
3,81
47,10
40,87
9,24
42,22
34,94
0,76
39,93
61,56
33,85
56,81
84,84
15,10
82,40
39,5
87,9
3,55
48,12
47,15
30,11
33,73
43,93
78,7
13,33
18,59
66,74
23,32
67,89
12,49
17,69
42,71
35,10
41,1
7,100
72,66
8,97
8,81
21,81
81,53
16,70
28,44
72,16
42,19
69,81
14,45
9,43
65,98
55,28
48,36
24,60
74,4
68,40
15,77
42,56
38,3
95,67
21,70
4,76
46,95
54,9
85,67
42,6
37,35
48,78
97,82
9,77
56,44
25,8
45,8
99,66
20,79
94,93
14,54
7,29
13,66
20,37
78,79
72,60
85,88
34,84
16,32
72,2
51,11
18,63
63,30
41,35
42,9
0,14
47,64
60,5
38,15
4,41
3,51
91,40
24,33
42,38
7,56
29,80
11,92
73,15
13,95
44,94
66,16
93,29
59,33
95,91
94,94
49,6
79,69
59,35
68,1
70,6
99,58
91,43
12,10
16,4
74,39
28,20
18,77
32,97
11,59
87,99
41,61
21,86
26,28
23,62
23,36
89,11
84,94
80,31
59,3
1,0
73,48
71,99
82,55
41,69
46,95
27,90
38,73
15,96
41,73
51,96
85,0
87,38
63,37
42,66
22,50
75,93
30,78
45,0
58,85
43,59
88,55
89,84
84,78
59,91
86,47
70,73
57,32
38,34
57,92
20,87
77,57
63,76
50,2
74,65
31,95
76,83
20,2
38,70
51,48
73,90
17,7
70,33
26,68
5,44
3,7
3,73
84,20
98,17
21,38
39,81
20,89
11,62
65,0
25,44
88,44
42,27
73,30
12,72
1,54
62,14
4,4
54,97
87,19
29,37
96,66
64,88
51,99
10,85
56,99
49,47
84,43
98,16
1,45
11,50
49,61
88,69
67,71
45,82
82,97
46,43
93,46
9,44
69,76
34,92
52,29
90,36
33,90
19,72
87,42
54,96
30,78
79,81
82,97
59,92
5,60
53,13
35,82
82,70
54,50
25,9
29,58
20,99
80,71
68,3
100,15
89,75
63,19
67,48
37,71
95,80
15,41
55,95
42,32
67,19
63,72
86,71
86,78
47,5
22,94
13,34
72,30
57,48
10,42
4,40
4,57
38,2
36,90
57,5
18,9
99,26
83,37
84,80
58,100
66,100
15,95
32,4
57,28
54,78
97,21
83,88
99,51
71,76
75,23
17,53
78,33
65,23
58,12
13,32
36,5
56,54
78,66
39,14
26,88
11,47
31,60
54,82
22,7
48,61
49,63
72,33
26,87
92,62
7,89
68,58
19,5
1,63
23,85
23,15
31,1
95,14
11,41
82,42
24,61
60,76
82,81
25,38
31,60
82,66
3,14
48,18
100,60
59,10
33,82
59,46
46,98
10,100
92,15
25,23
43,2
100,75
5,70
39,30
9,96
90,100
30,26
33,17
6,23
8,96
66,29
65,86
25,93
91,22
76,26
8,74
76,76
16,9
85,60
40,55
82,28
93,54
54,60
46,60
82,53
97,73
66,77
87,38
36,6
81,54
24,25
71,49
57,8
81,60
7,41
56,22
11,41
92,64
63,39
97,83
37,38
19,100
3,46
4,44
62,42
32,96
4,44
1,84
38,79
10,41
90,61
33,13
94,10
15,64
68,15
28,63
92,66
96,82
8,6
70,53
59,28
72,20
37,86
1,37
99,53
49,6
78,82
42,24
10,7
51,25
64,91
69,35
51,66
81,48
44,23
22,43
100,34
88,45
86,99
4,95
24,21
76,33
35,59
5,65
83,18
9,91
52,94
84,92
25,75
7,43
91,21
34,44
63,60
3,28
52,44
4,67
9,28
13,16
47,93
57,84
50,52
99,82
27,97
57,32
88,47
4,10
53,4
74,17
74,81
14,12
84,25
8,86
39,95
96,3
41,82
29,21
94,92
41,19
13,62
37,37
92,72
61,34
20,13
0,80
69,8
34,47
19,39
65,98
63,26
45,49
13,92
69,28
45,3
3,29
2,17
8,84
99,93
39,25
61,60
54,60
65,54
76,35
98,50
69,44
98,63
8,17
62,99
38,56
77,40
37,2
48,64
93,88
54,87
46,89
53,88
27,0
51,68
21,46
63,22
61,73
12,53
51,19
2,19
79,34
12,32
95,57
91,26
26,58
37,17
21,2
10,53
76,34
33,76
52,26
83,7
68,8
70,29
19,98
93,98
73,51
74,4
7,85
98,5
8,41
20,9
39,25
82,89
16,66
84,41
65,94
20,1
87,93
86,95
11,3
80,74
54,24
55,85
72,99
63,7
13,50
48,90
34,61
25,81
13,51
84,93
91,99
93,77
91,75
65,62
42,38
8,31
5,32
35,62
21,79
38,33
100,13
46,21
94,61
63,2
90,78
25,48
73,20
32,23
16,58
4,97
65,20
96,34
80,32
7,93
33,17
85,92
50,95
74,50
54,78
61,78
23,69
91,92
65,38
46,99
66,44
70,2
80,72
82,89
94,61
34,97
43,8
79,7
19,51
95,91
4,100
75,67
88,1
50,79
58,25
10,24
99,82
3,5
45,78
14,3
4,75
29,81
37,58
43,51
93,90
40,37
2,71
8,31
3,75
39,38
97,76
97,30
31,61
53,33
63,74
70,75
3,49
7,94
50,91
53,45
45,36
51,95
33,94
83,53
58,32
47,78
22,23
67,44
40,24
67,38
33,85
47,41
68,76
3,40
67,9
24,23
90,29
89,55
80,89
41,49
49,85
60,15
29,17
90,44
17,29
87,57
80,76
96,83
82,38
89,64
69,87
49,100
0,38
85,80
88,46
62,58
49,4
52,70
46,8
56,49
94,12
96,28
61,24
84,23
13,72
60,66
46,3
93,0
93,91
8,93
43,55
57,54
98,63
37,16
98,51
3,38
36,21
45,24
65,38
55,24
35,62
36,39
61,100
59,29
60,100
0,66
0,63
29,5
98,14
11,27
27,24
12,83
67,87
28,90
30,38
7,52
48,65
2,48
100,69
58,68
36,37
68,51
95,50
89,8
37,32
39,31
75,53
50,85
51,66
26,48
8,82
84,66
13,30
65,59
13,50
94,98
61,46
93,17
86,67
78,2
49,100
54,32
11,74
75,70
57,80
96,50
8,95
75,63
56,93
24,47
38,68
58,80
66,72
74,77
15,54
33,39
62,3
64,60
10,7
90,96
48,62
64,48
40,85
13,100
49,90
73,6
8,27
62,24
22,85
23,82
70,92
69,83
50,27
56,85
90,49
41,22
17,38
57,38
77,86
64,68
78,30
5,82
79,13
89,6
29,75
98,95
1,82
94,40
53,46
44,34
44,47
67,3
18,93
43,10
73,40
59,32
50,92
14,60
13,36
26,5
19,3
97,80
88,6
66,74
86,31
5,21
63,15
19,14
81,63
92,37
21,48
50,26
65,97
97,47
75,53
