col_1,col_2
9,86
52,68
84,49
35,92
88,91
44,62
56,63
26,52
75,64
45,79
39,49
1,99
27,43
77,9
66,37
43,59
10,59
85,56
0,90
29,21
53,31
80,94
71,31
95,100
72,1
9,77
32,43
19,3
91,14
47,43
97,89
63,21
66,65
42,6
47,14
2,58
54,90
67,88
71,41
5,88
6,60
52,10
2,78
94,43
18,43
92,54
77,67
31,74
23,21
66,61
78,94
33,78
30,72
26,7
91,25
35,68
46,24
75,42
11,5
30,55
96,73
17,35
34,1
67,57
37,71
98,56
31,17
99,43
36,100
56,11
42,69
73,33
89,41
32,7
73,96
65,30
67,29
80,73
84,59
31,62
92,2
44,28
100,64
49,22
39,68
21,83
76,59
10,9
82,6
43,4
92,63
41,34
5,8
20,46
91,39
53,98
86,43
79,37
73,90
33,85
75,13
76,43
83,71
61,82
89,17
84,13
54,11
21,31
1,37
12,60
7,94
90,78
13,55
38,18
63,26
11,67
96,71
14,42
58,88
65,5
67,40
75,11
16,23
55,45
42,27
70,63
73,46
0,2
3,13
80,2
94,95
79,11
20,50
94,30
9,61
92,5
81,21
74,82
23,94
62,84
49,99
57,50
49,100
70,39
68,12
44,9
65,92
45,5
91,1
90,79
64,38
69,41
71,62
63,17
92,98
16,49
96,90
80,98
21,97
56,90
13,17
78,44
37,21
23,87
48,72
63,88
76,73
53,44
58,44
71,48
0,49
37,36
75,87
92,33
10,76
90,14
2,56
81,19
72,98
52,44
56,66
91,13
10,6
81,91
55,17
41,75
95,65
34,17
60,37
59,8
35,33
43,26
93,72
98,94
16,83
75,35
89,47
10,46
28,85
17,38
29,11
36,30
89,93
7,100
87,17
26,25
60,1
88,90
74,26
20,72
72,42
91,46
28,60
80,58
99,13
91,2
27,68
60,92
64,99
29,85
79,72
33,8
8,27
63,2
72,4
61,89
51,11
68,68
22,40
17,92
24,76
23,46
99,71
62,93
3,22
98,100
56,12
56,88
23,87
67,72
67,59
90,16
59,68
83,78
23,86
8,96
19,99
53,61
87,44
15,78
84,0
74,40
98,45
95,92
50,9
20,4
49,1
28,9
33,56
65,36
86,43
97,66
1,40
37,32
30,52
90,78
89,69
9,65
76,91
72,8
37,31
87,93
77,37
97,79
9,37
52,45
83,96
83,64
68,85
39,91
100,46
92,22
49,41
70,81
55,25
60,82
23,23
2,35
8,32
19,76
70,0
80,79
42,31
11,46
49,31
67,82
36,64
87,56
70,28
38,78
87,14
62,14
95,87
98,73
17,52
22,37
56,23
34,56
8,86
53,91
34,30
59,68
55,100
99,68
21,62
95,99
21,63
56,24
66,45
2,92
58,3
30,64
69,39
23,50
88,74
0,8
59,16
87,72
4,14
75,37
77,66
42,30
100,29
33,31
75,10
99,93
69,6
62,67
25,1
45,72
78,100
11,40
13,65
3,85
36,62
92,78
5,89
49,27
70,79
79,94
48,26
66,90
80,49
4,86
47,42
23,58
35,21
0,90
50,29
41,94
34,74
41,30
55,89
43,31
65,54
64,25
31,29
19,25
99,40
55,97
95,54
1,23
53,61
92,97
32,67
97,61
83,93
31,17
33,34
56,19
95,43
28,13
8,38
52,79
9,23
76,1
28,88
16,13
92,64
33,54
95,92
29,27
48,82
33,0
14,32
3,18
60,84
40,14
96,2
16,86
96,94
64,77
3,37
51,63
86,83
47,2
25,30
20,35
14,10
65,61
28,53
90,88
90,2
46,62
66,56
50,36
71,10
57,55
94,38
81,94
91,44
98,23
97,67
79,85
