col_1,col_2
5,100
39,5
32,83
86,11
6,79
3,72
38,7
75,51
13,77
4,2
89,29
20,65
99,38
30,11
54,65
52,50
43,4
30,41
50,85
66,98
29,100
3,53
21,88
58,52
52,91
66,56
68,0
59,69
85,96
53,12
76,5
4,87
89,85
75,74
47,51
77,25
72,68
33,92
78,36
29,62
39,13
2,19
40,51
95,39
43,63
68,44
99,56
56,94
60,100
70,7
49,79
83,98
87,95
80,82
19,14
38,51
54,74
73,2
96,75
80,80
37,8
11,41
25,60
52,15
2,92
36,13
96,88
51,62
90,36
57,72
46,24
56,63
84,49
80,52
94,71
13,25
85,60
53,24
23,4
89,68
74,59
63,62
69,56
78,84
42,80
0,23
36,63
60,56
57,73
53,49
81,8
12,100
100,65
51,49
86,30
21,26
84,5
71,99
40,10
15,55
75,25
23,30
31,9
17,78
79,33
49,5
88,49
25,53
77,96
89,58
20,59
5,10
1,89
88,98
68,91
84,16
80,73
33,57
77,61
21,50
88,35
83,20
56,53
26,71
12,76
5,17
14,79
70,58
88,34
21,31
58,30
53,8
56,63
43,94
73,3
54,44
7,89
35,12
29,2
68,100
12,4
64,0
79,4
57,85
51,97
82,71
100,51
94,76
59,2
12,30
55,20
47,98
21,50
68,71
8,80
54,56
48,83
44,32
33,67
12,63
6,67
50,0
26,16
1,8
31,86
62,59
33,23
7,97
48,0
45,56
31,92
26,78
2,75
45,40
14,62
39,66
97,64
20,53
83,38
69,59
23,54
7,43
55,70
79,9
66,16
25,86
44,77
45,55
13,9
44,90
96,54
60,19
66,50
98,43
82,78
13,44
37,38
64,54
52,80
24,97
80,58
84,7
11,11
94,45
82,25
67,60
98,96
95,69
53,98
31,78
20,9
58,2
94,85
43,87
19,8
65,48
82,75
75,41
72,13
53,46
93,46
31,63
15,16
11,51
38,9
14,67
77,85
44,77
46,25
95,54
85,90
16,73
14,49
70,40
17,88
29,75
60,51
36,72
48,26
43,60
96,22
4,60
82,44
84,45
10,100
77,33
62,54
37,5
66,65
63,70
33,40
19,23
65,33
97,63
24,61
58,37
3,62
37,55
23,96
84,27
24,20
86,6
29,23
65,37
21,38
58,68
48,7
56,82
8,98
11,45
35,74
11,38
100,96
40,30
29,26
17,51
62,35
62,48
91,91
44,42
73,98
26,59
89,17
79,21
50,46
68,37
16,94
24,65
95,52
50,15
5,37
72,69
86,52
71,32
96,59
47,53
79,94
42,91
86,9
93,43
95,27
58,69
41,46
71,20
69,98
40,13
34,85
83,100
33,47
24,7
59,55
87,83
6,46
62,43
11,34
52,45
82,46
6,98
17,39
22,80
11,38
59,48
99,15
41,11
37,28
50,61
76,95
31,38
9,67
59,19
70,90
41,37
53,86
45,43
36,9
23,99
52,40
45,37
50,75
67,67
12,2
56,83
94,29
19,42
44,89
29,46
81,4
14,46
77,26
99,42
99,8
11,21
87,70
34,58
9,5
0,53
33,55
43,32
76,54
8,80
51,21
2,69
67,77
1,33
25,99
87,77
61,38
5,0
