col_1,col_2
35,51
31,7
27,7
98,17
8,68
67,47
45,62
67,31
75,74
0,30
74,96
8,81
38,8
8,15
85,15
41,75
6,88
17,96
60,44
91,27
8,72
28,6
72,46
75,11
29,40
61,84
74,99
6,57
65,2
85,21
91,79
11,98
4,64
90,41
45,52
15,95
52,61
10,53
42,40
92,62
64,0
27,37
6,1
67,36
12,35
19,79
72,14
88,43
44,20
79,42
1,39
73,51
22,67
38,62
48,36
24,100
38,85
18,59
1,35
35,57
89,93
17,66
94,87
74,10
93,27
9,66
42,14
35,86
88,82
35,90
63,55
18,48
59,11
26,19
49,57
16,25
24,89
98,24
92,73
5,36
57,15
75,87
83,9
41,11
30,11
85,63
28,58
90,99
22,72
22,63
83,97
2,81
58,87
91,63
40,33
52,40
60,15
63,54
13,60
38,32
64,35
46,27
49,95
34,76
66,42
47,61
61,89
91,72
100,6
93,54
53,70
8,94
79,17
9,81
73,44
74,53
57,81
24,26
96,22
99,62
16,43
0,0
26,10
63,94
45,31
28,56
2,52
47,7
27,98
61,3
92,96
92,28
98,97
66,31
12,6
47,37
75,72
14,79
54,64
3,32
71,62
52,60
18,87
26,95
83,61
17,61
17,70
41,69
97,45
87,80
79,47
97,38
38,28
64,8
35,0
66,60
49,96
27,62
5,58
100,97
95,54
99,64
64,41
55,7
91,68
55,2
81,39
45,85
34,8
51,17
3,67
68,76
34,52
47,98
73,81
10,46
24,92
88,16
75,4
23,17
68,6
48,5
74,27
18,86
22,27
95,73
98,25
76,22
46,63
65,6
16,59
19,41
40,81
56,23
59,31
71,1
15,68
68,99
43,85
94,0
12,10
27,39
92,34
6,55
5,93
88,46
52,50
99,46
10,10
61,0
62,71
30,5
42,0
8,93
29,26
79,0
45,48
100,47
89,35
48,62
37,49
38,6
57,92
49,48
82,45
61,75
18,75
83,87
78,9
35,2
22,37
94,66
42,46
54,56
64,69
98,92
65,69
53,53
84,58
28,12
4,14
94,85
84,32
66,35
45,1
70,23
74,38
19,68
3,14
96,83
62,100
43,69
24,85
26,39
85,56
91,0
77,38
40,26
57,14
95,14
46,7
95,39
94,41
33,99
63,69
47,84
46,51
7,84
40,11
18,49
42,92
82,3
92,14
34,70
40,70
71,71
42,88
70,25
25,35
13,85
86,30
62,34
0,9
84,83
86,75
100,2
30,39
12,59
75,90
60,81
97,64
75,12
32,61
32,62
62,74
70,38
31,75
76,91
87,4
8,61
97,75
57,47
92,65
71,88
32,27
49,29
91,15
27,10
69,80
60,75
69,78
86,8
20,29
51,48
12,5
14,66
81,11
28,67
25,7
39,0
65,6
28,23
48,70
85,82
83,47
6,92
37,21
43,70
99,12
45,36
30,45
75,58
49,40
57,69
49,95
36,57
1,79
70,18
81,100
41,6
65,49
76,57
57,9
43,98
59,96
27,68
98,1
1,83
8,73
27,49
0,16
31,71
81,39
43,22
4,30
42,85
27,66
85,66
68,80
54,82
78,72
17,78
37,49
90,91
63,72
2,47
80,94
98,43
65,98
70,51
81,71
98,79
35,9
79,21
37,6
21,9
55,63
91,19
10,47
61,44
98,22
96,99
96,40
38,33
92,52
96,73
33,54
85,83
39,44
100,72
77,59
87,11
29,64
14,5
89,67
84,0
18,50
50,64
77,8
84,40
58,64
26,84
45,99
72,86
10,40
46,9
85,32
20,14
59,68
100,65
79,52
79,93
69,60
49,76
52,42
14,23
57,32
6,100
100,18
4,59
81,32
55,68
16,75
72,30
50,97
15,19
89,69
13,20
28,96
80,39
75,37
14,61
73,71
96,33
90,87
29,18
45,50
82,55
83,23
4,30
84,28
4,25
46,79
75,47
68,54
10,84
57,2
67,36
19,44
17,58
71,25
99,31
27,5
99,39
84,3
3,62
42,89
91,43
31,73
22,85
90,96
78,65
91,2
14,26
49,81
32,73
51,92
23,50
97,22
40,74
72,45
23,27
8,52
79,47
65,97
14,44
26,34
99,81
56,43
47,98
39,85
54,26
42,48
8,14
82,7
41,90
63,77
79,46
70,6
80,0
91,27
29,31
70,17
42,43
11,9
58,37
96,86
36,49
0,46
14,89
69,63
64,33
95,3
87,58
60,38
70,25
31,21
45,78
65,25
74,9
27,67
32,39
62,7
62,13
68,89
9,22
55,37
2,87
44,4
14,59
29,28
94,20
85,4
75,97
28,57
19,0
65,19
43,99
4,64
79,47
49,92
86,15
24,3
11,33
49,62
63,93
23,44
3,29
32,96
71,15
13,92
32,11
